,Date Time,inci #,Description,Address,dispo
0,11/3/2024 1:17:17 AM,202411030010,MEDICAL - AMBULANCE NEEDED,700 Block of MARYLAND ST,
1,11/3/2024 1:39:10 AM,202411030019,MEDICAL - AMBULANCE NEEDED,2300 Block of CUNNINGHAM DR,
2,11/3/2024 3:32:03 AM,202411030025,ACCIDENT - FIRE/AMBULANCE ONLY,0 Block of NAPA 12,
3,11/3/2024 3:59:14 AM,202411030027,MEDICAL - AMBULANCE NEEDED,2900 Block of ORCHID ST,
4,11/3/2024 4:26:21 AM,202411030028,MEDICAL - AMBULANCE NEEDED,600 Block of TEXAS ST,
5,11/3/2024 5:46:04 AM,202411030030,MEDICAL - AMBULANCE NEEDED,1900 Block of GARDEN MEADOW AV,
6,11/3/2024 5:58:05 AM,202411030032,MUTUAL AID - FIRE ONLY,100 Block of CALLE JALISCO,
7,11/3/2024 7:06:17 AM,202411030038,INFORMATION - FIRE ONLY,1000 Block of WEBSTER ST,
8,11/3/2024 7:07:12 AM,202411030040,MEDICAL - AMBULANCE NEEDED,600 Block of TUSCANY CT,
9,11/3/2024 8:28:29 AM,202411030048,MEDICAL - AMBULANCE NEEDED,3900 Block of BUSINESS CENTER DR,
10,11/3/2024 8:40:51 AM,202411030051,MEDICAL - AMBULANCE NEEDED,5200 Block of BASCULE CT,
11,11/3/2024 8:46:21 AM,202411030052,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
12,11/3/2024 9:58:53 AM,202411030066,MEDICAL - AMBULANCE NEEDED,1800 Block of DOVER AV,
13,11/3/2024 10:01:13 AM,202411030068,PUBLIC SERVICE - FIRE ONLY,2500 Block of E ATLANTIC CT,
14,11/3/2024 10:20:04 AM,202411030071,MEDICAL - AMBULANCE NEEDED,2000 Block of DAVIS DR,
15,11/3/2024 10:41:04 AM,202411030080,PUBLIC SERVICE - FIRE ONLY,1800 Block of INDIANA ST,
16,11/3/2024 11:31:13 AM,202411030088,ROBBERY - FIRE/AMBULANCE,3000 Block of TRAVIS BL,
17,11/3/2024 11:43:34 AM,202411030093,MEDICAL - AMBULANCE NEEDED,2100 Block of TILDEN PL,
18,11/3/2024 12:05:24 PM,202411030098,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
19,11/3/2024 12:19:22 PM,202411030103,MEDICAL - AMBULANCE NEEDED,2300 Block of DIGERUD DR,
20,11/3/2024 12:37:00 PM,202411030107,FIRE ALARM,4500 Block of GLENCANNON DR,
21,11/3/2024 12:44:12 PM,202411030108,MEDICAL - AMBULANCE NEEDED,3900 Block of BUSINESS CENTER DR,
22,11/3/2024 12:53:29 PM,202411030111,MEDICAL - AMBULANCE NEEDED,600 Block of E TABOR AV,
23,11/3/2024 12:54:16 PM,202411030113,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of BECK AV,
24,11/3/2024 1:07:04 PM,202411030116,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
25,11/3/2024 1:41:58 PM,202411030120,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
26,11/3/2024 1:49:15 PM,202411030121,MEDICAL - AMBULANCE NEEDED,1500 Block of TRAVIS BL,
27,11/3/2024 3:06:36 PM,202411030134,MEDICAL - AMBULANCE NEEDED,400 Block of PALO ALTO CT,
28,11/3/2024 3:57:44 PM,202411030141,MEDICAL ALARM,3200 Block of ESTATES DR,
29,11/3/2024 3:58:30 PM,202411030142,SMOKE OR ODOR INVESTIGATION,0 Block of MANCHESTER DR,
30,11/3/2024 4:26:45 PM,202411030144,PERSON DOWN - FIRE/AMBULANCE,0 Block of GATEWAY BL,
31,11/3/2024 4:55:04 PM,202411030150,MEDICAL - AMBULANCE NEEDED,1800 Block of CRAVEA LN,
32,11/3/2024 4:57:32 PM,202411030151,SMOKE OR ODOR INVESTIGATION,0 Block of EB I80,
33,11/3/2024 5:05:14 PM,202411030154,MEDICAL - AMBULANCE NEEDED,200 Block of E TENNESSEE ST,
34,11/3/2024 5:31:21 PM,202411030158,MEDICAL - AMBULANCE NEEDED,500 Block of UNION AV,
35,11/3/2024 6:01:40 PM,202411030165,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of SB I680 ON,
36,11/3/2024 6:05:46 PM,202411030166,MEDICAL - AMBULANCE NEEDED,2000 Block of DAVIS DR,
37,11/3/2024 6:28:11 PM,202411030171,MEDICAL - AMBULANCE NEEDED,400 Block of CALLE DEL CABALLO ST,
38,11/3/2024 7:36:42 PM,202411030180,MUTUAL AID - FIRE ONLY,100 Block of MILITARY W,
39,11/3/2024 7:47:47 PM,202411030181,PUBLIC SERVICE - FIRE ONLY,2600 Block of ELMHURST CR,
40,11/3/2024 7:51:58 PM,202411030183,MEDICAL - AMBULANCE NEEDED,4700 Block of STONEWOOD DR,
41,11/3/2024 8:08:54 PM,202411030188,MEDICAL - AMBULANCE NEEDED,5000 Block of BUSINESS CENTER DR,
42,11/3/2024 10:48:49 PM,202411030217,SMOKE OR ODOR INVESTIGATION,3900 Block of BUSINESS CENTER DR,
43,11/3/2024 11:17:35 PM,202411030222,MEDICAL - AMBULANCE NEEDED,1500 Block of MEADOWLARK DR,
