,Date Time,inci #,Description,Address,dispo
0,11/19/2024 12:08:17 AM,202411190002,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
1,11/19/2024 12:59:03 AM,202411190011,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of SUISUN VALLEY RD,
2,11/19/2024 1:06:30 AM,202411190012,MEDICAL - AMBULANCE NEEDED,1700 Block of ASTORIA DR,
3,11/19/2024 3:36:11 AM,202411190018,MEDICAL - AMBULANCE NEEDED,1700 Block of ARGUELLO CT,
4,11/19/2024 4:54:19 AM,202411190021,MEDICAL - AMBULANCE NEEDED,1400 Block of MATTHEW DR,
5,11/19/2024 7:08:04 AM,202411190031,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of WB I80,
6,11/19/2024 7:27:28 AM,202411190034,WATER CALL OUT,800 Block of DELAWARE ST,
7,11/19/2024 7:37:03 AM,202411190036,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of JULIA BERGER CR,
8,11/19/2024 8:06:31 AM,202411190041,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of E TABOR AV,
9,11/19/2024 8:06:49 AM,202411190043,FIRE ALARM,800 Block of NEW BEDFORD PL,
10,11/19/2024 8:45:48 AM,202411190054,SPOUSE ABUSE - FIRE/AMBULANCE,800 Block of ANTIQUITY DR,
11,11/19/2024 8:55:40 AM,202411190057,MEDICAL - AMBULANCE NEEDED,1000 Block of E TABOR AV,
12,11/19/2024 9:08:23 AM,202411190064,MEDICAL - AMBULANCE NEEDED,700 Block of SAN PEDRO ST,
13,11/19/2024 9:12:49 AM,202411190065,FIRE ALARM,3100 Block of MARKELEY LN,
14,11/19/2024 9:14:56 AM,202411190066,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
15,11/19/2024 9:27:50 AM,202411190071,PUBLIC SERVICE - FIRE ONLY,100 Block of HAWTHORN DR,
16,11/19/2024 9:38:58 AM,202411190074,SPOUSE ABUSE - FIRE/AMBULANCE,800 Block of ANTIQUITY DR,
17,11/19/2024 9:44:18 AM,202411190075,MEDICAL - AMBULANCE NEEDED,2000 Block of STARLING WY,
18,11/19/2024 10:01:23 AM,202411190083,MEDICAL - DUAL RESPONSE,1800 Block of CLAY ST,
19,11/19/2024 10:18:27 AM,202411190093,MEDICAL - AMBULANCE NEEDED,0 Block of HILBORN RD,
20,11/19/2024 10:25:09 AM,202411190096,MEDICAL - AMBULANCE NEEDED,1100 Block of HERON CT,
21,11/19/2024 10:25:52 AM,202411190097,MEDICAL - AMBULANCE NEEDED,10900 Block of SUNSET AV,
22,11/19/2024 10:26:23 AM,202411190098,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
23,11/19/2024 10:27:03 AM,202411190100,MEDICAL - AMBULANCE NEEDED,200 Block of E TABOR AV,
24,11/19/2024 10:31:36 AM,202411190101,MEDICAL - AMBULANCE NEEDED,4100 Block of CANYON CREEK CT,
25,11/19/2024 10:32:55 AM,202411190102,MEDICAL - AMBULANCE NEEDED,1900 Block of W TEXAS ST,
26,11/19/2024 10:41:21 AM,202411190106,MEDICAL - AMBULANCE NEEDED,1200 Block of WILLET CT,
27,11/19/2024 10:46:33 AM,202411190108,MEDICAL - AMBULANCE NEEDED,2600 Block of CAMROSE AV,
28,11/19/2024 11:35:55 AM,202411190121,MEDICAL - AMBULANCE NEEDED,1700 Block of ARGUELLO CT,
29,11/19/2024 12:04:59 PM,202411190130,MEDICAL - AMBULANCE NEEDED,1800 Block of WINCHESTER CT,
30,11/19/2024 12:06:27 PM,202411190131,MEDICAL - AMBULANCE NEEDED,0 Block of DALI CT,
31,11/19/2024 12:10:18 PM,202411190132,SMOKE OR ODOR INVESTIGATION,500 Block of CAROLINA ST,
32,11/19/2024 1:01:15 PM,202411190142,MEDICAL - AMBULANCE NEEDED,1900 Block of NEW JERSEY ST,
33,11/19/2024 1:12:19 PM,202411190146,PUBLIC SERVICE - FIRE ONLY,2900 Block of GERMAN ST,
34,11/19/2024 1:42:59 PM,202411190157,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of BUSINESS CENTER DR,
35,11/19/2024 1:56:26 PM,202411190162,MEDICAL - AMBULANCE NEEDED,100 Block of TABOR AV,
36,11/19/2024 2:50:18 PM,202411190189,PUBLIC SERVICE - FIRE ONLY,800 Block of MADISON ST,
