,Date Time,inci #,Description,Address,dispo
0,10/28/2024 3:42:57 AM,202410280010,MEDICAL - AMBULANCE NEEDED,2000 Block of DAVIS DR,
1,10/28/2024 5:12:55 AM,202410280015,MEDICAL - AMBULANCE NEEDED,400 Block of TABOR AV,
2,10/28/2024 6:07:08 AM,202410280021,INFORMATION - FIRE ONLY,400 Block of BECK AV,
3,10/28/2024 6:20:38 AM,202410280023,MEDICAL - AMBULANCE NEEDED,2000 Block of PENNSYLVANIA AV,
4,10/28/2024 6:21:10 AM,202410280024,MEDICAL - AMBULANCE NEEDED,1600 Block of SUNSET AV,
5,10/28/2024 7:12:03 AM,202410280032,TRANSIENT/HOMELESS FIRE,0 Block of WOOLNER AV,
6,10/28/2024 7:48:35 AM,202410280040,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
7,10/28/2024 7:52:36 AM,202410280042,PUBLIC SERVICE - FIRE ONLY,1800 Block of GILLESPIE DR,
8,10/28/2024 8:09:37 AM,202410280053,MEDICAL - AMBULANCE NEEDED,1800 Block of N TEXAS ST,
9,10/28/2024 8:10:48 AM,202410280055,MEDICAL - AMBULANCE NEEDED,2700 Block of N TEXAS ST,
10,10/28/2024 8:23:02 AM,202410280061,PERSON DOWN - FIRE/AMBULANCE,0 Block of PEABODY RD,
11,10/28/2024 8:40:24 AM,202410280071,PUBLIC SERVICE - FIRE ONLY,1700 Block of ELM ST,
12,10/28/2024 8:52:48 AM,202410280079,MEDICAL - AMBULANCE NEEDED,2700 Block of ELMHURST CR,
13,10/28/2024 9:03:13 AM,202410280083,MEDICAL - AMBULANCE NEEDED,1500 Block of W TEXAS ST,
14,10/28/2024 9:33:17 AM,202410280094,FIRE - NO DETAILS,2600 Block of CAMROSE AV,
15,10/28/2024 9:44:58 AM,202410280097,INFORMATION - FIRE ONLY,600 Block of LOPES RD,
16,10/28/2024 9:50:40 AM,202410280100,MEDICAL - AMBULANCE NEEDED,2000 Block of MAPLEGATE CT,
17,10/28/2024 9:51:53 AM,202410280101,MEDICAL - AMBULANCE NEEDED,1100 Block of FIRST ST,
18,10/28/2024 10:12:26 AM,202410280106,PUBLIC SERVICE - FIRE ONLY,2000 Block of PLUM TREE WY,
19,10/28/2024 10:47:31 AM,202410280116,MEDICAL - AMBULANCE NEEDED,2900 Block of HEARST CT,
20,10/28/2024 11:12:37 AM,202410280125,MEDICAL - AMBULANCE NEEDED,2200 Block of S WATNEY WY,
21,10/28/2024 11:13:05 AM,202410280126,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
22,10/28/2024 11:14:11 AM,202410280127,MEDICAL - AMBULANCE NEEDED,1900 Block of NEW JERSEY ST,
23,10/28/2024 11:32:46 AM,202410280133,MEDICAL - AMBULANCE NEEDED,2500 Block of HILBORN RD,
24,10/28/2024 11:41:12 AM,202410280136,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
25,10/28/2024 11:50:43 AM,202410280140,MEDICAL - AMBULANCE NEEDED,1500 Block of WEBSTER ST,
26,10/28/2024 1:03:49 PM,202410280158,ACCIDENT - FIRE/AMBULANCE,0 Block of E TABOR AV,
27,10/28/2024 1:07:37 PM,202410280161,MEDICAL - AMBULANCE NEEDED,1600 Block of MATTHEW DR,
28,10/28/2024 1:09:57 PM,202410280163,MEDICAL - AMBULANCE NEEDED,2300 Block of S WATNEY WY,
29,10/28/2024 1:40:25 PM,202410280169,MEDICAL - AMBULANCE NEEDED,1700 Block of CATLIN DR,
30,10/28/2024 1:55:01 PM,202410280175,MEDICAL - AMBULANCE NEEDED,5100 Block of BUSINESS CENTER DR,
31,10/28/2024 2:04:03 PM,202410280177,MEDICAL - AMBULANCE NEEDED,1200 Block of EMPIRE ST,
32,10/28/2024 2:21:19 PM,202410280183,FIRE ALARM,1700 Block of ENTERPRISE DR,
33,10/28/2024 3:28:48 PM,202410280198,SMOKE OR ODOR INVESTIGATION,1900 Block of GRANDE CR,
34,10/28/2024 3:55:04 PM,202410280204,MEDICAL - AMBULANCE NEEDED,4600 Block of CENTRAL WY,
35,10/28/2024 4:34:50 PM,202410280219,MEDICAL - AMBULANCE NEEDED,4600 Block of CENTRAL WY,
36,10/28/2024 4:54:35 PM,202410280223,BATTERY - FIRE/AMBULANCE,600 Block of WHITEHALL CR,
37,10/28/2024 5:09:25 PM,202410280225,SMOKE OR ODOR INVESTIGATION,500 Block of ALASKA AV,
38,10/28/2024 5:29:47 PM,202410280227,MEDICAL - AMBULANCE NEEDED,0 Block of PEABODY RD,
39,10/28/2024 5:33:31 PM,202410280229,WATER CALL OUT,0 Block of WOOLNER AV,
40,10/28/2024 5:38:10 PM,202410280230,MEDICAL - AMBULANCE NEEDED,300 Block of TRAVIS BL,
41,10/28/2024 5:56:09 PM,202410280235,PUBLIC SERVICE - FIRE ONLY,700 Block of VINTAGE AV,
42,10/28/2024 6:10:59 PM,202410280239,HAZARD - FIRE ONLY,1300 Block of HOLIDAY LN,
43,10/28/2024 6:47:01 PM,202410280245,MEDICAL - AMBULANCE NEEDED,400 Block of PALO ALTO CT,
44,10/28/2024 7:24:28 PM,202410280252,MEDICAL - AMBULANCE NEEDED,700 Block of SAN PEDRO ST,
45,10/28/2024 7:37:47 PM,202410280259,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of N TEXAS ST,
46,10/28/2024 7:39:50 PM,202410280261,MEDICAL - AMBULANCE NEEDED,5400 Block of VICTORY CT,
47,10/28/2024 7:49:41 PM,202410280263,MEDICAL - AMBULANCE NEEDED,600 Block of MADDALENA WY,
48,10/28/2024 8:08:10 PM,202410280269,MEDICAL - AMBULANCE NEEDED,200 Block of BECK AV,
49,10/28/2024 8:20:18 PM,202410280275,PERSON DOWN - FIRE/AMBULANCE,700 Block of FIFTH ST,
50,10/28/2024 8:35:02 PM,202410280280,PERSON DOWN - FIRE/AMBULANCE,0 Block of WB AIR BASE PKWY,
51,10/28/2024 8:40:47 PM,202410280283,WATER CALL OUT,2100 Block of COBBLESTONE AV,
52,10/28/2024 9:31:32 PM,202410280300,PERSON DOWN - FIRE/AMBULANCE,600 Block of TEXAS ST,
53,10/28/2024 9:57:10 PM,202410280306,MEDICAL - AMBULANCE NEEDED,2000 Block of SAN ANGELO CT,
54,10/28/2024 10:14:05 PM,202410280309,MEDICAL - AMBULANCE NEEDED,1200 Block of TEXAS ST,
