,Date Time,inci #,Description,Address,dispo
0,11/29/2024 12:44:51 AM,202411290006,MUTUAL AID - FIRE ONLY,1200 Block of MARIN ST,
1,11/29/2024 12:54:45 AM,202411290008,MEDICAL - AMBULANCE NEEDED,1000 Block of E TENNESSEE CT,
2,11/29/2024 1:29:01 AM,202411290010,MEDICAL ALARM,500 Block of ALASKA AV,
3,11/29/2024 1:40:11 AM,202411290014,PUBLIC SERVICE - FIRE ONLY,1100 Block of CHARTER LN,
4,11/29/2024 2:26:04 AM,202411290017,MEDICAL - AMBULANCE NEEDED,2100 Block of TIPTON WY,
5,11/29/2024 3:57:20 AM,202411290025,MEDICAL - AMBULANCE NEEDED,2700 Block of VISTA LINDA,
6,11/29/2024 4:43:09 AM,202411290028,MEDICAL - AMBULANCE NEEDED,2100 Block of N TEXAS ST,
7,11/29/2024 5:04:18 AM,202411290030,MEDICAL - AMBULANCE NEEDED,300 Block of TRAVIS BL,
8,11/29/2024 5:07:46 AM,202411290031,PUBLIC SERVICE - FIRE ONLY,2800 Block of DOVER AV,
9,11/29/2024 5:59:19 AM,202411290035,MEDICAL - AMBULANCE NEEDED,1200 Block of QUAIL DR,
10,11/29/2024 7:32:37 AM,202411290039,MEDICAL - AMBULANCE NEEDED,1100 Block of TEXAS ST,
11,11/29/2024 8:18:56 AM,202411290049,MEDICAL - AMBULANCE NEEDED,1100 Block of UNION AV,
12,11/29/2024 8:37:30 AM,202411290054,MEDICAL ALARM,100 Block of SUNDANCE CT,
13,11/29/2024 8:37:37 AM,202411290055,ACCIDENT - NO INJURIES - FIRE/AMBULANCE,0 Block of SUNSET AV,
14,11/29/2024 9:08:13 AM,202411290060,MEDICAL - AMBULANCE NEEDED,1100 Block of TABOR AV,
15,11/29/2024 9:26:41 AM,202411290066,PERSON DOWN - FIRE/AMBULANCE,2100 Block of CADENASSO DR,
16,11/29/2024 9:46:44 AM,202411290073,MEDICAL - AMBULANCE NEEDED,1400 Block of HOLIDAY LN,
17,11/29/2024 10:06:38 AM,202411290080,INFORMATION - FIRE ONLY,0 Block of VISTA GRANDE,
18,11/29/2024 10:13:51 AM,202411290083,MEDICAL - AMBULANCE NEEDED,3400 Block of QUAKER CT,
19,11/29/2024 10:15:01 AM,202411290084,MEDICAL - AMBULANCE NEEDED,200 Block of E TABOR AV,
20,11/29/2024 10:45:25 AM,202411290089,MEDICAL - AMBULANCE NEEDED,1300 Block of JEFFERSON ST,
21,11/29/2024 11:18:31 AM,202411290094,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
22,11/29/2024 11:51:38 AM,202411290101,MEDICAL - AMBULANCE NEEDED,2000 Block of STARLING WY,
23,11/29/2024 11:53:44 AM,202411290102,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
24,11/29/2024 12:31:44 PM,202411290109,MEDICAL - AMBULANCE NEEDED,800 Block of BRIARWOOD CT,
25,11/29/2024 12:34:44 PM,202411290111,WATER CALL OUT,700 Block of ISABELLA WY,
26,11/29/2024 12:38:24 PM,202411290113,FIRE ALARM,2300 Block of ESTATES DR,
27,11/29/2024 12:40:32 PM,202411290114,MEDICAL - AMBULANCE NEEDED,100 Block of E ALASKA AV,
28,11/29/2024 1:02:25 PM,202411290119,MEDICAL - AMBULANCE NEEDED,5100 Block of CARRIAGE CT,
29,11/29/2024 1:08:35 PM,202411290122,WATER CALL OUT,2400 Block of MAINSAIL CT,
30,11/29/2024 1:09:13 PM,202411290123,MEDICAL - AMBULANCE NEEDED,1800 Block of N TEXAS ST,
31,11/29/2024 1:12:41 PM,202411290124,WATER CALL OUT,1800 Block of NORWALK CT,
32,11/29/2024 1:24:06 PM,202411290127,MEDICAL - AMBULANCE NEEDED,2100 Block of HAUSAM LN,
33,11/29/2024 2:00:09 PM,202411290136,MEDICAL - AMBULANCE NEEDED,600 Block of E TABOR AV,
34,11/29/2024 2:42:31 PM,202411290148,SMOKE OR ODOR INVESTIGATION,1300 Block of TRAVIS BL,
35,11/29/2024 2:46:47 PM,202411290149,RESIDENTIAL FIRE,100 Block of E UTAH ST,
36,11/29/2024 3:10:40 PM,202411290156,MEDICAL - AMBULANCE NEEDED,1000 Block of JEFFERSON ST,
37,11/29/2024 3:11:20 PM,202411290157,MEDICAL - AMBULANCE NEEDED,300 Block of E UTAH ST,
38,11/29/2024 3:57:17 PM,202411290169,MEDICAL - AMBULANCE NEEDED,1500 Block of EMPIRE ST,
39,11/29/2024 4:45:44 PM,202411290178,SMOKE OR ODOR INVESTIGATION,0 Block of EB I80 ON,
40,11/29/2024 5:10:51 PM,202411290183,PUBLIC SERVICE - FIRE ONLY,3200 Block of QUAIL HOLLOW DR,
41,11/29/2024 5:35:36 PM,202411290187,PUBLIC SERVICE - FIRE ONLY,1300 Block of MARYLAND ST,
42,11/29/2024 5:39:09 PM,202411290188,MEDICAL - AMBULANCE NEEDED,700 Block of APPALOOSA CT,
43,11/29/2024 6:14:59 PM,202411290194,MEDICAL - AMBULANCE NEEDED,1500 Block of W TEXAS ST,
44,11/29/2024 6:42:06 PM,202411290196,MEDICAL - AMBULANCE NEEDED,1500 Block of W TEXAS ST,
45,11/29/2024 6:53:58 PM,202411290201,MEDICAL - AMBULANCE NEEDED,1600 Block of MORAGA DR,
46,11/29/2024 7:11:16 PM,202411290206,MEDICAL - AMBULANCE NEEDED,700 Block of CEMENT HILL RD,
47,11/29/2024 9:07:52 PM,202411290235,TRANSIENT/HOMELESS FIRE,3500 Block of NELSON RD,
48,11/29/2024 9:13:32 PM,202411290238,SMOKE OR ODOR INVESTIGATION,3000 Block of TRAVIS BL,
49,11/29/2024 9:31:48 PM,202411290241,MEDICAL - AMBULANCE NEEDED,3400 Block of GLEN ELLEN DR,
50,11/29/2024 10:00:52 PM,202411290248,MEDICAL - AMBULANCE NEEDED,800 Block of E TABOR AV,
51,11/29/2024 10:28:12 PM,202411290257,FIRE ALARM,200 Block of BEGONIA BL,
52,11/29/2024 10:33:22 PM,202411290260,PUBLIC SERVICE - FIRE ONLY,4800 Block of BIRKDALE CR,
53,11/29/2024 11:21:07 PM,202411290271,MEDICAL - AMBULANCE NEEDED,400 Block of BELL AV,
54,11/29/2024 11:29:22 PM,202411290272,MEDICAL - AMBULANCE NEEDED,100 Block of E ALASKA AV,
