,Date Time,inci #,Description,Address,dispo
0,1/5/2025 12:31:18 AM,202501050005,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of LOPES RD,
1,1/5/2025 1:32:44 AM,202501050009,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
2,1/5/2025 2:09:36 AM,202501050014,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
3,1/5/2025 2:20:25 AM,202501050015,PUBLIC SERVICE - FIRE ONLY,100 Block of RALEIGH DR,
4,1/5/2025 2:46:13 AM,202501050016,PUBLIC SERVICE - FIRE ONLY,600 Block of RENAISSANCE AV,
5,1/5/2025 4:09:37 AM,202501050020,MEDICAL - AMBULANCE NEEDED,2000 Block of SAN SALVADOR ST,
6,1/5/2025 4:59:15 AM,202501050023,FIRE - NO DETAILS,5000 Block of BUSINESS CENTER DR,
7,1/5/2025 6:44:53 AM,202501050029,TRANSIENT/HOMELESS FIRE,2100 Block of FAIRFIELD AV,
8,1/5/2025 7:20:52 AM,202501050031,FIRE - NO DETAILS,100 Block of E TRAVIS BL,
9,1/5/2025 8:00:45 AM,202501050033,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
10,1/5/2025 9:00:41 AM,202501050043,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
11,1/5/2025 9:28:48 AM,202501050046,MEDICAL - AMBULANCE NEEDED,200 Block of DE SOTO DR,
12,1/5/2025 10:08:01 AM,202501050054,MEDICAL - AMBULANCE NEEDED,200 Block of DE SOTO DR,
13,1/5/2025 10:16:30 AM,202501050055,CONTROL BURN,4000 Block of GREEN VALLEY RD,
14,1/5/2025 10:50:09 AM,202501050058,FIRE - NO DETAILS,800 Block of E TRAVIS BL,
15,1/5/2025 10:57:16 AM,202501050060,CONTROL BURN,4100 Block of ROCKVILLE HEIGHTS RD,
16,1/5/2025 11:35:18 AM,202501050067,MEDICAL - AMBULANCE NEEDED,500 Block of EMPIRE ST,
17,1/5/2025 11:53:59 AM,202501050071,MEDICAL - AMBULANCE NEEDED,500 Block of UNION AV,
18,1/5/2025 12:46:53 PM,202501050083,MEDICAL - AMBULANCE NEEDED,2000 Block of SWAN WY,
19,1/5/2025 1:02:51 PM,202501050086,MEDICAL - AMBULANCE NEEDED,1300 Block of TRAVIS BL,
20,1/5/2025 1:15:50 PM,202501050090,MEDICAL - AMBULANCE NEEDED,0 Block of CIRCLE DR,
21,1/5/2025 1:37:40 PM,202501050094,FIRE ALARM,2500 Block of ERICSSON CT,
22,1/5/2025 1:58:32 PM,202501050096,MEDICAL - AMBULANCE NEEDED,300 Block of SANTA MARIA DR,
23,1/5/2025 2:05:03 PM,202501050098,MEDICAL - AMBULANCE NEEDED,500 Block of IOWA ST,
24,1/5/2025 2:09:20 PM,202501050099,MEDICAL - AMBULANCE NEEDED,1600 Block of SUNSET AV,
25,1/5/2025 2:20:31 PM,202501050102,MEDICAL - AMBULANCE NEEDED,2800 Block of ESTATES DR,
26,1/5/2025 2:52:37 PM,202501050108,MEDICAL - AMBULANCE NEEDED,3000 Block of DOVER AV,
27,1/5/2025 3:30:35 PM,202501050118,FIRE ALARM,1400 Block of W TEXAS ST,
28,1/5/2025 3:45:59 PM,202501050121,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
29,1/5/2025 3:54:03 PM,202501050122,PUBLIC SERVICE - FIRE ONLY,400 Block of PALO ALTO CT,
30,1/5/2025 4:00:18 PM,202501050123,FIRE - NO DETAILS,1200 Block of OLIVER RD,
31,1/5/2025 5:17:15 PM,202501050134,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
32,1/5/2025 5:25:43 PM,202501050136,FIRE - NO DETAILS,1300 Block of W TEXAS ST,
33,1/5/2025 5:30:19 PM,202501050138,MEDICAL - AMBULANCE NEEDED,2200 Block of CHANNING CT,
34,1/5/2025 5:33:50 PM,202501050139,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of AIR BASE PKWY,
35,1/5/2025 5:43:56 PM,202501050142,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
36,1/5/2025 6:13:11 PM,202501050145,FIRE ALARM,4700 Block of BUSINESS CENTER DR,
37,1/5/2025 6:48:36 PM,202501050150,MEDICAL - AMBULANCE NEEDED,2400 Block of AUTO MALL PKWY,
38,1/5/2025 7:25:40 PM,202501050155,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
39,1/5/2025 7:35:48 PM,202501050157,MEDICAL - AMBULANCE NEEDED,3300 Block of N TEXAS ST,
40,1/5/2025 7:51:35 PM,202501050161,MEDICAL - AMBULANCE NEEDED,1000 Block of E TABOR AV,
41,1/5/2025 8:02:47 PM,202501050165,MEDICAL - AMBULANCE NEEDED,1300 Block of MONROE ST,
42,1/5/2025 8:35:18 PM,202501050169,PUBLIC SERVICE - FIRE ONLY,1300 Block of CLAY ST,
43,1/5/2025 8:59:37 PM,202501050174,MEDICAL - AMBULANCE NEEDED,600 Block of E TRAVIS BL,
44,1/5/2025 9:14:09 PM,202501050179,MEDICAL - AMBULANCE NEEDED,300 Block of VEL PL,
45,1/5/2025 9:48:22 PM,202501050185,MEDICAL - AMBULANCE NEEDED,2300 Block of ELLEN CT,
46,1/5/2025 9:50:27 PM,202501050187,PUBLIC SERVICE - FIRE ONLY,1000 Block of FIRST ST,
47,1/5/2025 9:51:33 PM,202501050188,MEDICAL - AMBULANCE NEEDED,1400 Block of MATTHEW DR,
48,1/5/2025 10:03:32 PM,202501050190,SPOUSE ABUSE - FIRE/AMBULANCE,1400 Block of FARWELL ST,
49,1/5/2025 11:03:47 PM,202501050193,MEDICAL - AMBULANCE NEEDED,1400 Block of LIMEWOOD CT,
50,1/5/2025 11:09:49 PM,202501050194,MEDICAL - AMBULANCE NEEDED,2900 Block of CARMEL WY,
51,1/5/2025 11:25:22 PM,202501050195,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
