,Date Time,inci #,Description,Address,dispo
0,9/4/2024 1:03:32 AM,202409040008,MEDICAL - AMBULANCE NEEDED,600 Block of JACKSON ST,
1,9/4/2024 3:33:58 AM,202409040019,MEDICAL - AMBULANCE NEEDED,2800 Block of DOVER AV,
2,9/4/2024 5:29:37 AM,202409040025,MEDICAL - AMBULANCE NEEDED,1000 Block of OLIVER RD,
3,9/4/2024 5:55:28 AM,202409040027,MEDICAL - AMBULANCE NEEDED,400 Block of OAKWOOD CR,
4,9/4/2024 5:55:32 AM,202409040028,MEDICAL - AMBULANCE NEEDED,2400 Block of SUNRISE DR,
5,9/4/2024 5:58:55 AM,202409040030,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of NIGHTINGALE DR,
6,9/4/2024 6:44:48 AM,202409040040,MEDICAL - AMBULANCE NEEDED,1700 Block of W TEXAS ST,
7,9/4/2024 7:07:50 AM,202409040044,MEDICAL - AMBULANCE NEEDED,1500 Block of W TEXAS ST,
8,9/4/2024 7:13:00 AM,202409040045,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
9,9/4/2024 8:07:32 AM,202409040059,PUBLIC SERVICE - FIRE ONLY,1700 Block of BRISBANE CT,
10,9/4/2024 8:26:11 AM,202409040071,MEDICAL - AMBULANCE NEEDED,2000 Block of DAVIS DR,
11,9/4/2024 8:30:11 AM,202409040073,SMOKE OR ODOR INVESTIGATION,0 Block of NOONAN LN,
12,9/4/2024 9:13:09 AM,202409040082,FIRE ALARM,5700 Block of CAPRICE CT,
13,9/4/2024 9:20:02 AM,202409040085,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
14,9/4/2024 9:27:27 AM,202409040088,MEDICAL - AMBULANCE NEEDED,1000 Block of BROADWAY ST,
15,9/4/2024 10:42:49 AM,202409040113,MEDICAL - AMBULANCE NEEDED,2300 Block of WOOLNER AV,
16,9/4/2024 11:06:23 AM,202409040127,INFORMATION - FIRE ONLY,1400 Block of HOLIDAY LN,
17,9/4/2024 11:57:26 AM,202409040147,MEDICAL - AMBULANCE NEEDED,600 Block of TEXAS ST,
18,9/4/2024 12:06:39 PM,202409040151,MEDICAL - AMBULANCE NEEDED,2000 Block of DUNCAN CT,
19,9/4/2024 1:57:39 PM,202409040187,MEDICAL - AMBULANCE NEEDED,1500 Block of MICHIGAN ST,
20,9/4/2024 2:21:18 PM,202409040195,MEDICAL - AMBULANCE NEEDED,400 Block of UNION AV,
21,9/4/2024 2:24:46 PM,202409040197,MEDICAL - AMBULANCE NEEDED,2700 Block of LOW CT,
22,9/4/2024 2:26:44 PM,202409040198,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
23,9/4/2024 2:31:09 PM,202409040199,PUBLIC SERVICE - FIRE ONLY,1800 Block of SALISBURY DR,
24,9/4/2024 3:34:09 PM,202409040212,PERSON DOWN - FIRE/AMBULANCE,1400 Block of HOLIDAY LN,
25,9/4/2024 5:17:48 PM,202409040235,MEDICAL - AMBULANCE NEEDED,0 Block of TRAVIS BL,
26,9/4/2024 5:20:14 PM,202409040236,RESIDENTIAL FIRE,2000 Block of FIELDCREST AV,
27,9/4/2024 5:37:55 PM,202409040243,RESIDENTIAL FIRE,1100 Block of MISSOURI ST,
28,9/4/2024 5:38:59 PM,202409040245,MEDICAL - AMBULANCE NEEDED,0 Block of BALBOA CT,
29,9/4/2024 6:13:37 PM,202409040254,MEDICAL - AMBULANCE NEEDED,1900 Block of SAN ANSELMO ST,
30,9/4/2024 6:28:30 PM,202409040257,MEDICAL - AMBULANCE NEEDED,900 Block of BRETON DR,
31,9/4/2024 7:24:34 PM,202409040269,INFORMATION - FIRE ONLY,0 Block of VALENCIA DR,
32,9/4/2024 7:29:05 PM,202409040273,FIRE ALARM,2200 Block of GREENFIELD DR,
33,9/4/2024 8:05:54 PM,202409040285,MEDICAL - AMBULANCE NEEDED,4800 Block of STONERIDGE CT,
34,9/4/2024 8:17:10 PM,202409040287,TRANSIENT/HOMELESS FIRE,1100 Block of KENTUCKY ST,
35,9/4/2024 8:32:35 PM,202409040292,MEDICAL - AMBULANCE NEEDED,0 Block of VILLA CT,
36,9/4/2024 8:56:34 PM,202409040295,MEDICAL - AMBULANCE NEEDED,900 Block of BROADWAY ST,
37,9/4/2024 11:19:04 PM,202409040328,MEDICAL - AMBULANCE NEEDED,1700 Block of HEMLOCK ST,
38,9/4/2024 11:20:33 PM,202409040330,MEDICAL - AMBULANCE NEEDED,300 Block of HONEYSUCKLE DR,
39,9/4/2024 11:29:45 PM,202409040333,MEDICAL ALARM,2000 Block of PEACH TREE DR,
40,9/4/2024 11:29:54 PM,202409040334,FIRE ALARM,2300 Block of HANSON DR,
