,Date Time,inci #,Description,Address,dispo
0,1/2/2025 1:25:09 AM,202501020005,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
1,1/2/2025 2:01:53 AM,202501020009,MEDICAL - AMBULANCE NEEDED,1600 Block of PARK LN,
2,1/2/2025 2:57:24 AM,202501020014,MEDICAL - AMBULANCE NEEDED,2100 Block of N TEXAS ST,
3,1/2/2025 3:26:41 AM,202501020016,MEDICAL - AMBULANCE NEEDED,2100 Block of PARSONS DR,
4,1/2/2025 3:54:34 AM,202501020019,MEDICAL - AMBULANCE NEEDED,300 Block of BECK AV,
5,1/2/2025 6:33:57 AM,202501020028,MEDICAL - AMBULANCE NEEDED,700 Block of DOGWOOD CR,
6,1/2/2025 6:41:06 AM,202501020029,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of WB I80,
7,1/2/2025 7:04:43 AM,202501020032,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
8,1/2/2025 8:03:20 AM,202501020043,MEDICAL - AMBULANCE NEEDED,2600 Block of VISTA GRANDE,
9,1/2/2025 8:38:33 AM,202501020052,MEDICAL - AMBULANCE NEEDED,1200 Block of KENTUCKY ST,
10,1/2/2025 8:49:19 AM,202501020053,MEDICAL - AMBULANCE NEEDED,4600 Block of OPAL CT,
11,1/2/2025 9:03:31 AM,202501020057,MEDICAL - AMBULANCE NEEDED,100 Block of CHEVY CHASE CT,
12,1/2/2025 9:24:11 AM,202501020064,PUBLIC SERVICE - FIRE ONLY,2700 Block of WOODMONT CT,
13,1/2/2025 9:27:57 AM,202501020067,MEDICAL - AMBULANCE NEEDED,0 Block of LINEAR PARK PATHWAY,
14,1/2/2025 9:50:01 AM,202501020076,MEDICAL - AMBULANCE NEEDED,700 Block of DOGWOOD CR,
15,1/2/2025 10:20:41 AM,202501020088,MEDICAL - AMBULANCE NEEDED,2100 Block of FIELDCREST AV,
16,1/2/2025 10:23:58 AM,202501020089,HAZARD - FIRE ONLY,0 Block of VIA PALO LINDA,
17,1/2/2025 10:27:18 AM,202501020090,MEDICAL ALARM,0 Block of MEDINA CT,
18,1/2/2025 11:12:14 AM,202501020108,MEDICAL - AMBULANCE NEEDED,100 Block of E UTAH ST,
19,1/2/2025 11:45:31 AM,202501020123,MEDICAL - AMBULANCE NEEDED,1500 Block of GATEWAY BL,
20,1/2/2025 11:49:38 AM,202501020125,MEDICAL - AMBULANCE NEEDED,2700 Block of ORCHID ST,
21,1/2/2025 1:20:44 PM,202501020158,MEDICAL ALARM,200 Block of DAHLIA ST,
22,1/2/2025 1:22:12 PM,202501020159,FIRE ALARM,1000 Block of OLIVER RD,
23,1/2/2025 1:28:01 PM,202501020161,INFORMATION - FIRE ONLY,5100 Block of BUSINESS CENTER DR,
24,1/2/2025 2:07:15 PM,202501020171,INFORMATION - FIRE ONLY,2400 Block of VILLAGE SQUARE BL,
25,1/2/2025 2:53:03 PM,202501020186,MEDICAL - AMBULANCE NEEDED,2200 Block of N TEXAS ST,
26,1/2/2025 3:03:44 PM,202501020189,MEDICAL - AMBULANCE NEEDED,1500 Block of GATEWAY BL,
27,1/2/2025 3:06:21 PM,202501020190,MEDICAL - AMBULANCE NEEDED,2400 Block of LARAMIE CR,
28,1/2/2025 3:20:54 PM,202501020193,MEDICAL - AMBULANCE NEEDED,1100 Block of SANDERLING DR,
29,1/2/2025 3:31:02 PM,202501020199,MEDICAL - AMBULANCE NEEDED,900 Block of BRETON DR,
30,1/2/2025 4:04:17 PM,202501020201,MEDICAL - AMBULANCE NEEDED,1800 Block of N TEXAS ST,
31,1/2/2025 4:14:09 PM,202501020203,MEDICAL - AMBULANCE NEEDED,600 Block of BECK AV,
32,1/2/2025 4:28:02 PM,202501020207,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
