,Date Time,inci #,Description,Address,dispo
0,1/29/2025 12:48:46 AM,202501290008,PERSON DOWN - FIRE/AMBULANCE,2700 Block of N TEXAS ST,
1,1/29/2025 1:47:57 AM,202501290013,MEDICAL - AMBULANCE NEEDED,1000 Block of WEBSTER ST,
2,1/29/2025 4:54:36 AM,202501290034,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of MANUEL CAMPOS PKWY,
3,1/29/2025 4:59:48 AM,202501290035,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of MANUEL CAMPOS PKWY,
4,1/29/2025 6:15:32 AM,202501290038,MEDICAL - AMBULANCE NEEDED,2700 Block of PEPPERTREE DR,
5,1/29/2025 6:18:42 AM,202501290039,PUBLIC SERVICE - FIRE ONLY,600 Block of E TABOR AV,
6,1/29/2025 6:19:22 AM,202501290040,FIRE ALARM,900 Block of PACIFIC AV,
7,1/29/2025 6:34:12 AM,202501290041,MEDICAL - AMBULANCE NEEDED,1100 Block of UNION AV,
8,1/29/2025 6:50:31 AM,202501290043,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
9,1/29/2025 7:01:04 AM,202501290045,TRANSIENT/HOMELESS FIRE,0 Block of FIRST ST,
10,1/29/2025 7:04:38 AM,202501290047,FIRE ALARM,1600 Block of FOOTHILL PL,
11,1/29/2025 7:38:43 AM,202501290055,MEDICAL - AMBULANCE NEEDED,700 Block of ADAGIO DR,
12,1/29/2025 7:49:00 AM,202501290059,SMOKE OR ODOR INVESTIGATION,4600 Block of CENTRAL WY,
13,1/29/2025 8:02:04 AM,202501290064,PUBLIC SERVICE - FIRE ONLY,1300 Block of CROWLEY LN,
14,1/29/2025 9:11:17 AM,202501290086,MEDICAL - AMBULANCE NEEDED,700 Block of SEQUOIA DR,
15,1/29/2025 9:30:12 AM,202501290089,MEDICAL - AMBULANCE NEEDED,5100 Block of JULIA BERGER CR,
16,1/29/2025 9:33:05 AM,202501290090,MEDICAL - AMBULANCE NEEDED,2000 Block of MOSS VALLEY DR,
17,1/29/2025 9:51:16 AM,202501290093,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
18,1/29/2025 9:52:11 AM,202501290094,INFORMATION - FIRE ONLY,2800 Block of WATERMAN BL,
19,1/29/2025 9:55:22 AM,202501290095,MEDICAL - AMBULANCE NEEDED,700 Block of E ATLANTIC AV,
20,1/29/2025 9:55:23 AM,202501290096,MEDICAL - AMBULANCE NEEDED,1900 Block of DEER SPRING CT,
21,1/29/2025 10:38:59 AM,202501290111,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
22,1/29/2025 11:40:21 AM,202501290128,MEDICAL - AMBULANCE NEEDED,2700 Block of VISTA LINDA,
23,1/29/2025 11:49:23 AM,202501290130,MEDICAL - AMBULANCE NEEDED,100 Block of LUGO DR,
24,1/29/2025 12:20:18 PM,202501290139,MEDICAL - AMBULANCE NEEDED,1100 Block of WILLOW LN,
25,1/29/2025 12:40:36 PM,202501290147,MEDICAL - AMBULANCE NEEDED,1500 Block of WEBSTER ST,
26,1/29/2025 12:45:15 PM,202501290151,MEDICAL - AMBULANCE NEEDED,2700 Block of ORCHID ST,
27,1/29/2025 3:03:45 PM,202501290197,MEDICAL - AMBULANCE NEEDED,1000 Block of E TABOR AV,
28,1/29/2025 3:04:05 PM,202501290198,PERSON DOWN - FIRE/AMBULANCE,1000 Block of OLIVER RD,
29,1/29/2025 3:21:51 PM,202501290208,MEDICAL - AMBULANCE NEEDED,2000 Block of WALTERS RD,
30,1/29/2025 3:34:51 PM,202501290213,MEDICAL - AMBULANCE NEEDED,3400 Block of N TEXAS ST,
31,1/29/2025 4:54:29 PM,202501290239,PUBLIC SERVICE - FIRE ONLY,0 Block of ST ANDREWS RD,
32,1/29/2025 4:54:37 PM,202501290240,WATER CALL OUT,0 Block of ST ANDREWS RD,
33,1/29/2025 4:55:34 PM,202501290241,MUTUAL AID - FIRE ONLY,0 Block of EB I80,
34,1/29/2025 5:15:21 PM,202501290251,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
35,1/29/2025 6:00:22 PM,202501290263,COMMERCIAL FIRE,1200 Block of B GALE WILSON BL,
36,1/29/2025 6:33:28 PM,202501290270,VEHICLE FIRE,2000 Block of CADENASSO DR,
37,1/29/2025 6:36:33 PM,202501290271,TRANSIENT/HOMELESS FIRE,1500 Block of TRAVIS BL,
38,1/29/2025 7:00:36 PM,202501290276,FIRE ALARM,3400 Block of BLACK MOUNTAIN CT,
39,1/29/2025 7:03:11 PM,202501290279,MEDICAL - AMBULANCE NEEDED,2300 Block of ESTATES DR,
40,1/29/2025 7:03:29 PM,202501290280,MEDICAL - AMBULANCE NEEDED,200 Block of DAFFODIL DR,
41,1/29/2025 7:06:53 PM,202501290282,TRANSIENT/HOMELESS FIRE,0 Block of WEBSTER ST,
42,1/29/2025 7:20:50 PM,202501290289,MEDICAL - AMBULANCE NEEDED,3000 Block of TRAVIS BL,
43,1/29/2025 8:08:17 PM,202501290302,MEDICAL - AMBULANCE NEEDED,1200 Block of SHELBY DR,
44,1/29/2025 9:19:01 PM,202501290322,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
45,1/29/2025 9:57:01 PM,202501290334,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of EB I80,
46,1/29/2025 11:24:35 PM,202501290365,TRANSIENT/HOMELESS FIRE,0 Block of WASHINGTON ST,
47,1/29/2025 11:42:58 PM,202501290372,MEDICAL - AMBULANCE NEEDED,2500 Block of BOXWOOD LN,
48,1/29/2025 11:59:06 PM,202501290376,MEDICAL - AMBULANCE NEEDED,2400 Block of CORDELIA RD,
