,Date Time,inci #,Description,Address,dispo
0,8/10/2024 4:40:33 AM,202408100032,MEDICAL - AMBULANCE NEEDED,2300 Block of FALCON DR,
1,8/10/2024 4:49:13 AM,202408100033,MUTUAL AID - FIRE ONLY,0 Block of WB I80,
2,8/10/2024 5:08:42 AM,202408100036,PUBLIC SERVICE - FIRE ONLY,5800 Block of VICTORY CT,
3,8/10/2024 5:19:50 AM,202408100037,MEDICAL - AMBULANCE NEEDED,0 Block of MARIGOLD DR,
4,8/10/2024 7:08:07 AM,202408100047,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
5,8/10/2024 7:31:46 AM,202408100049,MEDICAL - AMBULANCE NEEDED,1000 Block of OLIVER RD,
6,8/10/2024 7:45:45 AM,202408100051,MEDICAL - AMBULANCE NEEDED,2100 Block of VISTA HERMOSA,
7,8/10/2024 8:11:35 AM,202408100054,MEDICAL - AMBULANCE NEEDED,1100 Block of MAHOGANY CT,
8,8/10/2024 8:46:26 AM,202408100059,MEDICAL - AMBULANCE NEEDED,4800 Block of BUSINESS CENTER DR,
9,8/10/2024 8:57:00 AM,202408100065,FIRE ALARM,2200 Block of CAMBRIDGE DR,
10,8/10/2024 8:59:19 AM,202408100066,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
11,8/10/2024 9:25:26 AM,202408100073,MEDICAL - AMBULANCE NEEDED,1700 Block of MICHIGAN ST,
12,8/10/2024 9:39:11 AM,202408100076,WATER CALL OUT,4400 Block of AVONDALE CR,
13,8/10/2024 10:05:24 AM,202408100078,MEDICAL - AMBULANCE NEEDED,700 Block of E ATLANTIC AV,
14,8/10/2024 11:15:26 AM,202408100093,MEDICAL - AMBULANCE NEEDED,2900 Block of GAMMON CT,
15,8/10/2024 11:17:17 AM,202408100094,MEDICAL - AMBULANCE NEEDED,3700 Block of LYON RD,
16,8/10/2024 11:36:52 AM,202408100095,MEDICAL - AMBULANCE NEEDED,2100 Block of N TEXAS ST,
17,8/10/2024 11:46:44 AM,202408100096,MEDICAL - AMBULANCE NEEDED,1600 Block of UNION AV,
18,8/10/2024 11:54:27 AM,202408100099,MUTUAL AID - FIRE ONLY,1000 Block of WEBSTER ST,
19,8/10/2024 1:20:59 PM,202408100113,MEDICAL - AMBULANCE NEEDED,1100 Block of QUAIL DR,
20,8/10/2024 1:39:19 PM,202408100116,MEDICAL - AMBULANCE NEEDED,1100 Block of UNION AV,
21,8/10/2024 2:36:13 PM,202408100123,MEDICAL - AMBULANCE NEEDED,2900 Block of CANDLEBERRY WY,
22,8/10/2024 2:55:59 PM,202408100126,MEDICAL - AMBULANCE NEEDED,2000 Block of PENNSYLVANIA AV,
23,8/10/2024 3:00:47 PM,202408100129,MEDICAL - AMBULANCE NEEDED,3300 Block of N TEXAS ST,
24,8/10/2024 3:15:21 PM,202408100131,HAZARD - FIRE ONLY,1900 Block of GRANDE CR,
25,8/10/2024 3:19:22 PM,202408100132,MEDICAL - AMBULANCE NEEDED,2200 Block of ROCKVILLE RD,
26,8/10/2024 3:32:45 PM,202408100133,VEHICLE FIRE,600 Block of BECK AV,
27,8/10/2024 3:47:18 PM,202408100139,MEDICAL - AMBULANCE NEEDED,2800 Block of CALLE DE CORDOBA,
28,8/10/2024 3:51:25 PM,202408100140,MEDICAL - AMBULANCE NEEDED,3300 Block of N TEXAS ST,
29,8/10/2024 4:06:17 PM,202408100143,WATER CALL OUT,100 Block of PAU CT,
30,8/10/2024 5:30:36 PM,202408100157,MEDICAL - AMBULANCE NEEDED,1200 Block of SPRIG CT,
31,8/10/2024 5:32:23 PM,202408100158,MEDICAL - AMBULANCE NEEDED,1100 Block of TABOR AV,
32,8/10/2024 6:07:32 PM,202408100160,PUBLIC SERVICE - FIRE ONLY,1700 Block of VERMONT ST,
33,8/10/2024 6:23:15 PM,202408100163,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
34,8/10/2024 6:32:16 PM,202408100164,BATTERY - FIRE/AMBULANCE,300 Block of BECK AV,
35,8/10/2024 7:11:12 PM,202408100172,BATTERY - FIRE/AMBULANCE,1700 Block of W TEXAS ST,
36,8/10/2024 8:22:00 PM,202408100188,FIRE ALARM,3400 Block of NANTUCKET DR,
37,8/10/2024 9:49:08 PM,202408100213,MEDICAL - AMBULANCE NEEDED,1000 Block of ALMADEN CT,
38,8/10/2024 10:06:20 PM,202408100218,BATTERY - FIRE/AMBULANCE,200 Block of DAHLIA ST,
39,8/10/2024 10:48:46 PM,202408100228,MEDICAL - AMBULANCE NEEDED,700 Block of E TABOR AV,
40,8/10/2024 11:10:18 PM,202408100234,MEDICAL - AMBULANCE NEEDED,700 Block of OREGON ST,
41,8/10/2024 11:22:49 PM,202408100238,PUBLIC SERVICE - FIRE ONLY,5300 Block of ARTISAN WY,
