,Date Time,inci #,Description,Address,dispo
0,11/28/2024 12:52:38 AM,202411280010,MEDICAL - AMBULANCE NEEDED,3000 Block of PONDEROSA CT,
1,11/28/2024 12:57:01 AM,202411280012,MEDICAL - AMBULANCE NEEDED,2300 Block of FALCON DR,
2,11/28/2024 1:03:14 AM,202411280013,MEDICAL - AMBULANCE NEEDED,500 Block of UNION AV,
3,11/28/2024 2:08:22 AM,202411280021,MEDICAL - AMBULANCE NEEDED,1300 Block of CROWLEY LN,
4,11/28/2024 3:51:09 AM,202411280028,MEDICAL - AMBULANCE NEEDED,2100 Block of TILDEN PL,
5,11/28/2024 4:18:17 AM,202411280029,MEDICAL - AMBULANCE NEEDED,300 Block of TRAVIS BL,
6,11/28/2024 4:24:14 AM,202411280030,MEDICAL - AMBULANCE NEEDED,1400 Block of HOLIDAY LN,
7,11/28/2024 5:33:25 AM,202411280035,MEDICAL - AMBULANCE NEEDED,0 Block of HWY 12,
8,11/28/2024 7:13:58 AM,202411280042,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
9,11/28/2024 7:38:54 AM,202411280045,SMOKE OR ODOR INVESTIGATION,4600 Block of BUSINESS CENTER DR,
10,11/28/2024 8:19:14 AM,202411280050,MEDICAL - AMBULANCE NEEDED,1000 Block of ROOSEVELT ST,
11,11/28/2024 8:37:26 AM,202411280052,FIRE ALARM,1600 Block of MICHIGAN ST,
12,11/28/2024 9:05:12 AM,202411280057,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,1800 Block of UNION AV,
13,11/28/2024 9:50:00 AM,202411280067,MUTUAL AID - FIRE ONLY,0 Block of EB I80,
14,11/28/2024 10:23:37 AM,202411280071,MEDICAL - AMBULANCE NEEDED,2700 Block of LOW CT,
15,11/28/2024 10:37:48 AM,202411280076,FIRE - NO DETAILS,1200 Block of BRECKINRIDGE DR,
16,11/28/2024 11:30:06 AM,202411280086,MEDICAL - AMBULANCE NEEDED,1100 Block of BAY TREE CT,
17,11/28/2024 11:47:02 AM,202411280088,MEDICAL - AMBULANCE NEEDED,2000 Block of SAN GABRIEL ST,
18,11/28/2024 12:02:22 PM,202411280090,FIRE ALARM,1700 Block of NEW JERSEY ST,
19,11/28/2024 12:04:32 PM,202411280091,MEDICAL - AMBULANCE NEEDED,1800 Block of N TEXAS ST,
20,11/28/2024 12:20:34 PM,202411280096,MEDICAL - AMBULANCE NEEDED,1000 Block of ALASKA AV,
21,11/28/2024 12:39:49 PM,202411280103,FIRE ALARM,200 Block of JASMINE ST,
22,11/28/2024 12:48:26 PM,202411280104,PUBLIC SERVICE - FIRE ONLY,2700 Block of WOODMONT CT,
23,11/28/2024 1:47:56 PM,202411280107,MEDICAL - AMBULANCE NEEDED,0 Block of,
24,11/28/2024 1:53:13 PM,202411280108,PERSON DOWN - FIRE/AMBULANCE,0 Block of WATERMAN BL,
25,11/28/2024 2:10:30 PM,202411280111,PUBLIC SERVICE - FIRE ONLY,1700 Block of CATLIN DR,
26,11/28/2024 2:18:00 PM,202411280114,PUBLIC SERVICE - FIRE ONLY,200 Block of E ALASKA AV,
27,11/28/2024 2:26:16 PM,202411280116,FIRE ALARM,500 Block of MURAL LN,
28,11/28/2024 2:44:21 PM,202411280120,MEDICAL - AMBULANCE NEEDED,4200 Block of STONEFIELD LN,
29,11/28/2024 2:47:50 PM,202411280121,MEDICAL - AMBULANCE NEEDED,1700 Block of HEMLOCK ST,
30,11/28/2024 3:14:23 PM,202411280124,MEDICAL - AMBULANCE NEEDED,2200 Block of CAMPBELL CR,
31,11/28/2024 3:15:46 PM,202411280125,PUBLIC SERVICE - FIRE ONLY,4400 Block of CENTRAL PL,
32,11/28/2024 3:17:20 PM,202411280126,PUBLIC SERVICE - FIRE ONLY,3200 Block of CHERRY VALLEY DR,
33,11/28/2024 3:56:23 PM,202411280131,MEDICAL - AMBULANCE NEEDED,1400 Block of HOLIDAY LN,
34,11/28/2024 4:34:52 PM,202411280138,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of HOLIDAY LN,
35,11/28/2024 5:04:20 PM,202411280144,RESIDENTIAL FIRE,0 Block of KENTUCKY ST,
36,11/28/2024 5:14:51 PM,202411280146,MEDICAL - AMBULANCE NEEDED,4300 Block of SNOWBERRY LN,
37,11/28/2024 5:50:57 PM,202411280153,TRANSIENT/HOMELESS FIRE,2000 Block of N TEXAS ST,
38,11/28/2024 6:52:59 PM,202411280157,PUBLIC SERVICE - FIRE ONLY,3100 Block of PEBBLE BEACH CR,
39,11/28/2024 8:03:16 PM,202411280165,MEDICAL - AMBULANCE NEEDED,1500 Block of W TEXAS ST,
40,11/28/2024 8:15:56 PM,202411280168,MEDICAL - AMBULANCE NEEDED,5200 Block of ELMQUEST CT,
41,11/28/2024 8:25:56 PM,202411280171,MEDICAL - AMBULANCE NEEDED,2400 Block of WATERMAN BL,
42,11/28/2024 8:43:34 PM,202411280174,MEDICAL - AMBULANCE NEEDED,2500 Block of SHOREY WY,
43,11/28/2024 8:53:35 PM,202411280177,MEDICAL - AMBULANCE NEEDED,200 Block of E TABOR AV,
44,11/28/2024 8:58:06 PM,202411280178,PUBLIC SERVICE - FIRE ONLY,300 Block of PITTMAN RD,
45,11/28/2024 9:12:18 PM,202411280179,FIRE ALARM,1600 Block of FOOTHILL PL,
46,11/28/2024 10:11:44 PM,202411280189,MEDICAL - AMBULANCE NEEDED,4900 Block of FAIRMONT CT,
47,11/28/2024 10:17:49 PM,202411280190,MEDICAL - AMBULANCE NEEDED,800 Block of FINCH WY,
