,Date Time,inci #,Description,Address,dispo
0,11/5/2024 1:13:58 AM,202411050008,FIRE ALARM,1400 Block of SALEM CT,
1,11/5/2024 4:35:37 AM,202411050021,MEDICAL - AMBULANCE NEEDED,1300 Block of CROWLEY LN,
2,11/5/2024 4:59:47 AM,202411050026,MEDICAL - AMBULANCE NEEDED,2100 Block of N TEXAS ST,
3,11/5/2024 6:33:13 AM,202411050033,MEDICAL - AMBULANCE NEEDED,1800 Block of N TEXAS ST,
4,11/5/2024 7:42:20 AM,202411050043,INFORMATION - FIRE ONLY,1500 Block of TRAVIS BL,
5,11/5/2024 7:57:47 AM,202411050053,PUBLIC SERVICE - FIRE ONLY,2000 Block of SWAN WY,
6,11/5/2024 8:03:06 AM,202411050055,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
7,11/5/2024 8:04:18 AM,202411050056,TRANSIENT/HOMELESS FIRE,0 Block of LINEAR PARK PATHWAY,
8,11/5/2024 8:27:31 AM,202411050068,MEDICAL - AMBULANCE NEEDED,1900 Block of PENNSYLVANIA AV,
9,11/5/2024 8:33:26 AM,202411050070,MEDICAL - AMBULANCE NEEDED,2300 Block of ESTATES DR,
10,11/5/2024 8:36:06 AM,202411050071,MEDICAL - AMBULANCE NEEDED,2900 Block of BURBANK DR,
11,11/5/2024 10:06:11 AM,202411050102,MEDICAL - DUAL RESPONSE,1200 Block of HARRY PRICE DR,
12,11/5/2024 11:08:38 AM,202411050117,INFORMATION - FIRE ONLY,1200 Block of ILLINOIS ST,
13,11/5/2024 11:18:37 AM,202411050121,MEDICAL - AMBULANCE NEEDED,2200 Block of ROSS PL,
14,11/5/2024 12:03:27 PM,202411050145,FIRE ALARM,200 Block of BEGONIA BL,
15,11/5/2024 12:22:48 PM,202411050154,INFORMATION - FIRE ONLY,2900 Block of INDUSTRIAL CT,
16,11/5/2024 12:31:40 PM,202411050157,FIRE ALARM,3200 Block of ST ANDREWS RD,
17,11/5/2024 12:32:00 PM,202411050158,MEDICAL - AMBULANCE NEEDED,1800 Block of UTAH ST,
18,11/5/2024 12:37:13 PM,202411050160,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
19,11/5/2024 12:44:37 PM,202411050162,FIRE ALARM,1800 Block of N TEXAS ST,
20,11/5/2024 1:01:39 PM,202411050165,MEDICAL - AMBULANCE NEEDED,400 Block of MANZANITA AV,
21,11/5/2024 1:58:56 PM,202411050184,INFORMATION - FIRE ONLY,1900 Block of WOOLNER AV,
22,11/5/2024 2:13:08 PM,202411050192,MEDICAL - AMBULANCE NEEDED,600 Block of TABOR AV,
23,11/5/2024 2:31:25 PM,202411050199,MEDICAL - AMBULANCE NEEDED,2900 Block of CALAVERAS DR,
24,11/5/2024 2:36:05 PM,202411050202,MEDICAL - AMBULANCE NEEDED,2600 Block of N TEXAS ST,
25,11/5/2024 2:46:46 PM,202411050210,FIRE - NO DETAILS,2700 Block of N TEXAS ST,
26,11/5/2024 3:06:34 PM,202411050216,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
27,11/5/2024 3:27:29 PM,202411050223,MEDICAL - AMBULANCE NEEDED,2100 Block of PENNSYLVANIA AV,
28,11/5/2024 3:31:14 PM,202411050226,MEDICAL - AMBULANCE NEEDED,1100 Block of UNION AV,
29,11/5/2024 3:50:26 PM,202411050233,MEDICAL - AMBULANCE NEEDED,100 Block of E ALASKA AV,
30,11/5/2024 4:56:27 PM,202411050246,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of EB HWY 12,
31,11/5/2024 5:42:59 PM,202411050257,MEDICAL - AMBULANCE NEEDED,200 Block of BECK AV,
32,11/5/2024 5:53:19 PM,202411050264,WATER CALL OUT,1800 Block of IDAHO ST,
33,11/5/2024 6:48:35 PM,202411050276,MEDICAL - AMBULANCE NEEDED,1800 Block of CLAY ST,
34,11/5/2024 8:09:03 PM,202411050286,MEDICAL - AMBULANCE NEEDED,600 Block of PAVILION DR,
35,11/5/2024 8:21:26 PM,202411050291,FIRE - NO DETAILS,0 Block of LINEAR PARK PATHWAY,
36,11/5/2024 8:46:13 PM,202411050298,INFORMATION - FIRE ONLY,0 Block of EB I80,
37,11/5/2024 10:04:24 PM,202411050315,MEDICAL ALARM,1600 Block of PARK LN,
38,11/5/2024 10:34:32 PM,202411050322,MEDICAL - AMBULANCE NEEDED,1900 Block of W TEXAS ST,
39,11/5/2024 10:38:32 PM,202411050323,WATER CALL OUT,2000 Block of EAGLE WY,
40,11/5/2024 10:42:50 PM,202411050324,FIRE ALARM,1800 Block of KIDDER AV,
