,Date Time,inci #,Description,Address,dispo
0,9/3/2024 12:06:28 AM,202409030003,MEDICAL - AMBULANCE NEEDED,4300 Block of CENTRAL PL,
1,9/3/2024 12:14:02 AM,202409030005,BATTERY - FIRE/AMBULANCE,1800 Block of N TEXAS ST,
2,9/3/2024 12:46:57 AM,202409030009,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
3,9/3/2024 6:15:41 AM,202409030023,MEDICAL - AMBULANCE NEEDED,800 Block of WARBLER WY,
4,9/3/2024 6:52:03 AM,202409030026,INFORMATION - FIRE ONLY,1400 Block of GATEWAY BL,
5,9/3/2024 6:56:40 AM,202409030028,ACCIDENT - FIRE/AMBULANCE ONLY,0 Block of WB I80,
6,9/3/2024 7:33:45 AM,202409030040,PUBLIC SERVICE - FIRE ONLY,0 Block of EISENHOWER ST,
7,9/3/2024 7:51:55 AM,202409030045,MEDICAL - AMBULANCE NEEDED,0 Block of EISENHOWER ST,
8,9/3/2024 7:59:56 AM,202409030049,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
9,9/3/2024 8:32:26 AM,202409030057,MEDICAL - AMBULANCE NEEDED,4700 Block of GOLD HILL RD,
10,9/3/2024 8:42:25 AM,202409030062,INFORMATION - FIRE ONLY,600 Block of LOPES RD,
11,9/3/2024 10:05:28 AM,202409030085,MEDICAL - AMBULANCE NEEDED,400 Block of E TABOR AV,
12,9/3/2024 10:18:13 AM,202409030092,MEDICAL - AMBULANCE NEEDED,1000 Block of WEBSTER ST,
13,9/3/2024 10:35:16 AM,202409030098,FIRE ALARM,4000 Block of SUISUN VALLEY RD,
14,9/3/2024 10:45:33 AM,202409030102,MEDICAL - AMBULANCE NEEDED,700 Block of MUSTANG CT,
15,9/3/2024 10:55:37 AM,202409030104,MEDICAL - AMBULANCE NEEDED,2800 Block of ST ANDREWS RD,
16,9/3/2024 10:59:39 AM,202409030107,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of E TABOR AV,
17,9/3/2024 11:07:55 AM,202409030111,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of N TEXAS ST,
18,9/3/2024 11:24:24 AM,202409030122,PUBLIC SERVICE - FIRE ONLY,1300 Block of SANDERLING DR,
19,9/3/2024 11:28:00 AM,202409030125,BATTERY - FIRE/AMBULANCE,2000 Block of MEYER WY,
