,Date Time,inci #,Description,Address,dispo
0,7/9/2024 12:45:37 AM,202407090005,MEDICAL - AMBULANCE NEEDED,3200 Block of N TEXAS ST,
1,7/9/2024 1:33:10 AM,202407090012,MEDICAL - AMBULANCE NEEDED,400 Block of TULIP ST,
2,7/9/2024 2:33:02 AM,202407090020,PERSON DOWN - FIRE/AMBULANCE,0 Block of RED TOP RD,
3,7/9/2024 2:35:33 AM,202407090022,MEDICAL - AMBULANCE NEEDED,5000 Block of LAKEVIEW CR,
4,7/9/2024 3:01:05 AM,202407090024,MEDICAL - AMBULANCE NEEDED,700 Block of UTAH ST,
5,7/9/2024 4:13:13 AM,202407090032,MEDICAL - AMBULANCE NEEDED,600 Block of KENNEDY CT,
6,7/9/2024 5:16:44 AM,202407090038,MEDICAL - AMBULANCE NEEDED,1700 Block of VERMONT ST,
7,7/9/2024 5:17:19 AM,202407090039,MEDICAL - AMBULANCE NEEDED,1000 Block of MEADOW GLEN CT,
8,7/9/2024 5:36:34 AM,202407090041,MEDICAL - AMBULANCE NEEDED,1000 Block of E TENNESSEE CT,
9,7/9/2024 5:39:20 AM,202407090042,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
10,7/9/2024 6:06:56 AM,202407090046,MEDICAL - AMBULANCE NEEDED,1600 Block of GATEWAY BL,
11,7/9/2024 6:16:01 AM,202407090049,MEDICAL - AMBULANCE NEEDED,0 Block of BEL AIR CR,
12,7/9/2024 7:15:29 AM,202407090056,SMOKE OR ODOR INVESTIGATION,2000 Block of PENNSYLVANIA AV,
13,7/9/2024 7:23:32 AM,202407090057,MEDICAL - AMBULANCE NEEDED,2400 Block of SANDERS LN,
14,7/9/2024 8:09:59 AM,202407090066,FIRE ALARM,400 Block of E TABOR AV,
15,7/9/2024 8:39:03 AM,202407090077,MEDICAL - AMBULANCE NEEDED,100 Block of HAWTHORN DR,
16,7/9/2024 8:39:29 AM,202407090078,MEDICAL - AMBULANCE NEEDED,0 Block of EB I80,
