,Date Time,inci #,Description,Address,dispo
0,7/27/2024 12:58:48 AM,202407270008,MEDICAL - AMBULANCE NEEDED,1400 Block of GARFIELD ST,
1,7/27/2024 3:10:53 AM,202407270019,MEDICAL - AMBULANCE NEEDED,2600 Block of NEWBERRY ST,
2,7/27/2024 5:19:20 AM,202407270027,MEDICAL - AMBULANCE NEEDED,0 Block of GOYA DR,
3,7/27/2024 6:28:24 AM,202407270031,MEDICAL - AMBULANCE NEEDED,0 Block of PENNSYLVANIA AV,
4,7/27/2024 7:06:41 AM,202407270034,MEDICAL - AMBULANCE NEEDED,1600 Block of CAPITOLA WY,
5,7/27/2024 7:29:01 AM,202407270038,MEDICAL ALARM,100 Block of E ALASKA AV,
6,7/27/2024 7:55:32 AM,202407270041,MEDICAL ALARM,2400 Block of DEL MONTE DR,
7,7/27/2024 8:16:25 AM,202407270043,MEDICAL - AMBULANCE NEEDED,1700 Block of BRISBANE CT,
8,7/27/2024 9:18:04 AM,202407270056,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
9,7/27/2024 9:36:36 AM,202407270060,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
10,7/27/2024 10:17:15 AM,202407270068,MEDICAL - AMBULANCE NEEDED,100 Block of E ALASKA AV,
11,7/27/2024 10:27:57 AM,202407270072,MEDICAL - AMBULANCE NEEDED,2100 Block of N TEXAS ST,
12,7/27/2024 10:51:32 AM,202407270074,WATER CALL OUT,1500 Block of MEADOWLARK DR,
13,7/27/2024 11:05:11 AM,202407270078,MEDICAL - AMBULANCE NEEDED,200 Block of E UTAH ST,
14,7/27/2024 11:27:48 AM,202407270083,MEDICAL ALARM,600 Block of KENNEDY CT,
15,7/27/2024 11:31:47 AM,202407270084,TRANSIENT/HOMELESS FIRE,0 Block of OLIVER RD,
16,7/27/2024 11:38:26 AM,202407270089,TRAIN ACCIDENT - FIRE/AMBULANCE,0 Block of VANDEN RD,
17,7/27/2024 11:50:59 AM,202407270092,MUTUAL AID - FIRE ONLY,900 Block of REDWOOD ST,
18,7/27/2024 11:58:06 AM,202407270095,MEDICAL - AMBULANCE NEEDED,1000 Block of MEADOWLARK DR,
19,7/27/2024 11:59:16 AM,202407270096,MEDICAL - AMBULANCE NEEDED,700 Block of OREGON ST,
20,7/27/2024 12:02:06 PM,202407270097,MEDICAL - AMBULANCE NEEDED,1300 Block of HOLIDAY LN,
21,7/27/2024 12:09:27 PM,202407270100,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of WB I80,
22,7/27/2024 12:10:17 PM,202407270101,MEDICAL - AMBULANCE NEEDED,2700 Block of LOW CT,
23,7/27/2024 1:30:30 PM,202407270110,MEDICAL - AMBULANCE NEEDED,200 Block of E TABOR AV,
24,7/27/2024 1:50:17 PM,202407270115,MEDICAL - AMBULANCE NEEDED,600 Block of E TABOR AV,
25,7/27/2024 1:59:08 PM,202407270117,MEDICAL - AMBULANCE NEEDED,2700 Block of LOW CT,
26,7/27/2024 2:57:05 PM,202407270120,FIRE ALARM,2000 Block of HAMPTON PL,
27,7/27/2024 3:06:28 PM,202407270122,MEDICAL - AMBULANCE NEEDED,300 Block of LILY ST,
28,7/27/2024 3:47:42 PM,202407270130,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of EB I80,
29,7/27/2024 4:30:00 PM,202407270142,MEDICAL - AMBULANCE NEEDED,3300 Block of N TEXAS ST,
30,7/27/2024 4:35:38 PM,202407270144,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
31,7/27/2024 5:07:17 PM,202407270152,SPOUSE ABUSE - FIRE/AMBULANCE,1300 Block of WOOLNER AV,
32,7/27/2024 5:23:08 PM,202407270155,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of EB I80,
33,7/27/2024 5:34:35 PM,202407270158,MEDICAL - AMBULANCE NEEDED,200 Block of ESTAIRE PL,
34,7/27/2024 5:38:42 PM,202407270161,MEDICAL - AMBULANCE NEEDED,2400 Block of RIDGEWOOD CR,
35,7/27/2024 6:04:38 PM,202407270164,MEDICAL ALARM,3000 Block of VISTA GRANDE,
36,7/27/2024 6:10:29 PM,202407270166,MEDICAL - AMBULANCE NEEDED,1000 Block of SECOND ST,
37,7/27/2024 6:28:45 PM,202407270170,MEDICAL - AMBULANCE NEEDED,1700 Block of DANIEL CT,
38,7/27/2024 6:58:35 PM,202407270177,MEDICAL - AMBULANCE NEEDED,400 Block of YARROW DR,
39,7/27/2024 7:08:13 PM,202407270179,PUBLIC SERVICE - FIRE ONLY,1700 Block of FILLMORE ST,
40,7/27/2024 7:27:35 PM,202407270184,MEDICAL - AMBULANCE NEEDED,500 Block of TOCIA CT,
41,7/27/2024 7:36:18 PM,202407270186,SMOKE OR ODOR INVESTIGATION,0 Block of FROST PL,
42,7/27/2024 8:40:13 PM,202407270199,PUBLIC SERVICE - FIRE ONLY,1700 Block of FILLMORE ST,
43,7/27/2024 8:51:09 PM,202407270201,MEDICAL - AMBULANCE NEEDED,2000 Block of DAVIS DR,
44,7/27/2024 9:42:13 PM,202407270208,BATTERY - FIRE/AMBULANCE,1400 Block of W TEXAS ST,
45,7/27/2024 9:45:59 PM,202407270211,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
46,7/27/2024 10:16:49 PM,202407270218,MEDICAL - AMBULANCE NEEDED,2200 Block of EMERSON PL,
47,7/27/2024 10:42:46 PM,202407270225,MEDICAL - AMBULANCE NEEDED,500 Block of ALASKA AV,
48,7/27/2024 11:08:02 PM,202407270231,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of EB I80,
49,7/27/2024 11:17:00 PM,202407270232,MEDICAL - AMBULANCE NEEDED,3300 Block of N TEXAS ST,
50,7/27/2024 11:28:05 PM,202407270235,MEDICAL - AMBULANCE NEEDED,300 Block of BECK AV,
