,Date Time,inci #,Description,Address,dispo
0,7/20/2024 12:25:27 AM,202407200003,MEDICAL - AMBULANCE NEEDED,2800 Block of ESTATES DR,
1,7/20/2024 12:45:52 AM,202407200008,MEDICAL - AMBULANCE NEEDED,1500 Block of DAVIS CT,
2,7/20/2024 12:48:19 AM,202407200009,FIRE ALARM,1300 Block of TRAVIS BL,
3,7/20/2024 2:05:03 AM,202407200016,MEDICAL - AMBULANCE NEEDED,2100 Block of N TEXAS ST,
4,7/20/2024 3:23:19 AM,202407200028,MEDICAL - DUAL RESPONSE,3400 Block of QUINCEY CT,
5,7/20/2024 5:05:57 AM,202407200031,MEDICAL ALARM,2900 Block of N TEXAS ST,
6,7/20/2024 5:39:52 AM,202407200033,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of WB I80,
7,7/20/2024 5:49:55 AM,202407200034,MEDICAL - AMBULANCE NEEDED,1300 Block of TRAVIS BL,
8,7/20/2024 6:05:25 AM,202407200035,MEDICAL - AMBULANCE NEEDED,600 Block of E TRAVIS BL,
9,7/20/2024 7:00:30 AM,202407200038,MUTUAL AID - FIRE ONLY,1200 Block of KENTUCKY ST,
10,7/20/2024 7:03:01 AM,202407200040,FIRE - NO DETAILS,5000 Block of BUSINESS CENTER DR,
11,7/20/2024 7:08:43 AM,202407200041,MEDICAL - AMBULANCE NEEDED,1900 Block of CARDINAL WY,
12,7/20/2024 7:09:54 AM,202407200042,MEDICAL - AMBULANCE NEEDED,700 Block of E TABOR AV,
13,7/20/2024 7:59:08 AM,202407200044,MEDICAL - AMBULANCE NEEDED,200 Block of RIVERSIDE CT,
14,7/20/2024 8:43:21 AM,202407200055,MEDICAL - AMBULANCE NEEDED,0 Block of EL RANCHO WY,
15,7/20/2024 9:35:18 AM,202407200066,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of FOURTH ST,
16,7/20/2024 9:56:27 AM,202407200072,MEDICAL - AMBULANCE NEEDED,2200 Block of CUNNINGHAM DR,
17,7/20/2024 10:06:59 AM,202407200075,MEDICAL - AMBULANCE NEEDED,2000 Block of WOOLNER AV,
18,7/20/2024 10:07:59 AM,202407200076,PUBLIC SERVICE - FIRE ONLY,0 Block of BUSCH DR,
19,7/20/2024 10:55:01 AM,202407200085,MEDICAL - AMBULANCE NEEDED,900 Block of BROADWAY ST,
20,7/20/2024 11:21:34 AM,202407200091,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
21,7/20/2024 11:25:31 AM,202407200092,MEDICAL - AMBULANCE NEEDED,200 Block of RED TOP RD,
22,7/20/2024 12:02:05 PM,202407200096,FIRE ALARM,2700 Block of MARIGOLD CT,
23,7/20/2024 12:11:38 PM,202407200101,MEDICAL - AMBULANCE NEEDED,1300 Block of GATEWAY BL,
24,7/20/2024 12:55:48 PM,202407200112,MEDICAL - AMBULANCE NEEDED,1500 Block of NORTHWOOD DR,
25,7/20/2024 12:59:48 PM,202407200113,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of OHIO ST,
26,7/20/2024 2:43:19 PM,202407200125,MEDICAL - AMBULANCE NEEDED,1300 Block of COOLIDGE ST,
27,7/20/2024 2:52:10 PM,202407200127,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,2500 Block of N TEXAS ST,
28,7/20/2024 3:25:24 PM,202407200136,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of DOVER AV,
29,7/20/2024 3:41:51 PM,202407200140,MEDICAL - AMBULANCE NEEDED,2300 Block of WOOLNER AV,
30,7/20/2024 3:46:34 PM,202407200142,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
31,7/20/2024 3:54:45 PM,202407200144,MEDICAL - AMBULANCE NEEDED,1600 Block of SAN DIEGO ST,
32,7/20/2024 4:44:04 PM,202407200155,MEDICAL - AMBULANCE NEEDED,4400 Block of SUISUN VALLEY RD,
33,7/20/2024 5:30:24 PM,202407200165,FIRE ALARM,1900 Block of WALTERS CT,
34,7/20/2024 6:20:35 PM,202407200171,MEDICAL - AMBULANCE NEEDED,1800 Block of INDIANA ST,
35,7/20/2024 6:47:47 PM,202407200176,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of E TRAVIS BL,
36,7/20/2024 6:53:21 PM,202407200178,MEDICAL - AMBULANCE NEEDED,1300 Block of TRAVIS BL,
37,7/20/2024 6:54:47 PM,202407200181,MEDICAL - AMBULANCE NEEDED,600 Block of E TABOR AV,
38,7/20/2024 6:55:15 PM,202407200182,MEDICAL - AMBULANCE NEEDED,1200 Block of TEXAS ST,
39,7/20/2024 7:05:30 PM,202407200185,MEDICAL - AMBULANCE NEEDED,1700 Block of KEARNY CT,
40,7/20/2024 7:11:16 PM,202407200188,FIRE ALARM,1900 Block of WALTERS CT,
41,7/20/2024 7:57:49 PM,202407200200,WATER CALL OUT,1700 Block of CATLIN DR,
42,7/20/2024 8:12:01 PM,202407200205,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,1600 Block of N TEXAS ST,
43,7/20/2024 8:20:17 PM,202407200209,MEDICAL - AMBULANCE NEEDED,2700 Block of N TEXAS ST,
44,7/20/2024 8:55:26 PM,202407200215,MEDICAL - AMBULANCE NEEDED,4300 Block of CENTRAL PL,
45,7/20/2024 9:11:53 PM,202407200222,PUBLIC SERVICE - FIRE ONLY,2000 Block of PLUM TREE WY,
