,Date Time,inci #,Description,Address,dispo
0,6/29/2024 1:02:07 AM,202406290009,MEDICAL - AMBULANCE NEEDED,2100 Block of COURAGE DR,
1,6/29/2024 1:08:07 AM,202406290011,MEDICAL - AMBULANCE NEEDED,1600 Block of PARK LN,
2,6/29/2024 2:39:50 AM,202406290019,MEDICAL - AMBULANCE NEEDED,100 Block of ZAFRA DR,
3,6/29/2024 3:37:21 AM,202406290023,MEDICAL - AMBULANCE NEEDED,2000 Block of BRISTOL LN,
4,6/29/2024 4:08:23 AM,202406290026,MEDICAL - AMBULANCE NEEDED,200 Block of E ALASKA AV,
5,6/29/2024 5:16:17 AM,202406290031,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
6,6/29/2024 5:25:20 AM,202406290032,MEDICAL - AMBULANCE NEEDED,3500 Block of NELSON RD,
7,6/29/2024 5:53:27 AM,202406290034,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
8,6/29/2024 6:57:27 AM,202406290040,MEDICAL - AMBULANCE NEEDED,0 Block of EB I80,
9,6/29/2024 7:02:00 AM,202406290041,MEDICAL - AMBULANCE NEEDED,2700 Block of LOW CT,
10,6/29/2024 7:07:28 AM,202406290042,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
11,6/29/2024 7:34:18 AM,202406290047,WILDLAND FIRE,0 Block of NB I680,
12,6/29/2024 8:53:01 AM,202406290065,INFORMATION - FIRE ONLY,1000 Block of WEBSTER ST,
13,6/29/2024 9:01:54 AM,202406290068,MEDICAL - AMBULANCE NEEDED,400 Block of LAKEHURST CT,
14,6/29/2024 9:03:44 AM,202406290069,MEDICAL - AMBULANCE NEEDED,1100 Block of POLK ST,
15,6/29/2024 9:54:53 AM,202406290081,FIRE ALARM,2000 Block of WINSTON DR,
16,6/29/2024 9:58:23 AM,202406290082,SMOKE OR ODOR INVESTIGATION,0 Block of NB I680,
17,6/29/2024 10:27:06 AM,202406290089,WATER CALL OUT,2300 Block of SANCTUARY DR,
18,6/29/2024 11:53:16 AM,202406290109,MEDICAL - AMBULANCE NEEDED,1100 Block of TRUMAN ST,
19,6/29/2024 12:13:09 PM,202406290113,PUBLIC SERVICE - FIRE ONLY,1700 Block of NEW JERSEY ST,
20,6/29/2024 12:16:29 PM,202406290116,MEDICAL - AMBULANCE NEEDED,1600 Block of TRAVION CT,
21,6/29/2024 12:22:27 PM,202406290117,MEDICAL - AMBULANCE NEEDED,4100 Block of CONSTITUTION AV,
22,6/29/2024 12:33:01 PM,202406290118,MEDICAL - AMBULANCE NEEDED,1600 Block of TRAVION CT,
23,6/29/2024 1:49:10 PM,202406290127,WATER CALL OUT,1800 Block of VIRGINIA ST,
24,6/29/2024 2:49:58 PM,202406290139,MEDICAL - AMBULANCE NEEDED,1900 Block of W TEXAS ST,
25,6/29/2024 2:58:45 PM,202406290143,MEDICAL - AMBULANCE NEEDED,1100 Block of MEADOWLARK DR,
26,6/29/2024 3:07:33 PM,202406290145,MEDICAL - AMBULANCE NEEDED,1400 Block of MONROE ST,
27,6/29/2024 3:22:55 PM,202406290149,MEDICAL ALARM,3000 Block of VISTA GRANDE,
28,6/29/2024 3:24:44 PM,202406290150,MEDICAL - AMBULANCE NEEDED,1000 Block of SPARROW LN,
29,6/29/2024 3:53:59 PM,202406290155,MEDICAL - AMBULANCE NEEDED,2500 Block of N TEXAS ST,
30,6/29/2024 4:20:14 PM,202406290163,MEDICAL - AMBULANCE NEEDED,1700 Block of BLOSSOM AV,
31,6/29/2024 4:24:55 PM,202406290167,HAZARD - FIRE ONLY,1500 Block of W TEXAS ST,
32,6/29/2024 4:33:49 PM,202406290170,WATER CALL OUT,0 Block of VANDEN RD,
33,6/29/2024 5:11:52 PM,202406290179,MEDICAL - AMBULANCE NEEDED,0 Block of,
34,6/29/2024 5:52:54 PM,202406290186,WATER CALL OUT,0 Block of WOOLNER AV,
35,6/29/2024 5:58:31 PM,202406290189,SUICIDE/ATTEMPT - FIRE/AMBULANCE,100 Block of COMMERCE CT,
36,6/29/2024 6:56:45 PM,202406290202,SMOKE OR ODOR INVESTIGATION,3000 Block of N TEXAS ST,
37,6/29/2024 7:26:25 PM,202406290214,MEDICAL - AMBULANCE NEEDED,500 Block of VINELAND MARINA CT,
38,6/29/2024 7:33:23 PM,202406290218,MEDICAL - AMBULANCE NEEDED,1500 Block of UNION AV,
39,6/29/2024 8:37:44 PM,202406290232,MEDICAL - AMBULANCE NEEDED,1100 Block of UNION AV,
40,6/29/2024 8:47:18 PM,202406290235,MEDICAL - AMBULANCE NEEDED,400 Block of BELL AV,
41,6/29/2024 9:52:40 PM,202406290259,MEDICAL - AMBULANCE NEEDED,2600 Block of BOSTON CT,
42,6/29/2024 10:29:29 PM,202406290273,MEDICAL - AMBULANCE NEEDED,200 Block of ROGER ST,
43,6/29/2024 10:35:58 PM,202406290276,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of WB I80,
44,6/29/2024 10:44:00 PM,202406290277,MEDICAL - AMBULANCE NEEDED,2900 Block of CALAVERAS DR,
45,6/29/2024 10:47:59 PM,202406290281,MEDICAL - AMBULANCE NEEDED,1100 Block of TABOR AV,
46,6/29/2024 11:44:55 PM,202406290288,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of WB I80,
