,Date Time,inci #,Description,Address,dispo
0,7/8/2024 3:18:32 AM,202407080019,MEDICAL - AMBULANCE NEEDED,2000 Block of BRISTOL LN,
1,7/8/2024 3:58:49 AM,202407080022,PUBLIC SERVICE - FIRE ONLY,2100 Block of CORMORANT DR,
2,7/8/2024 5:57:45 AM,202407080033,MEDICAL - AMBULANCE NEEDED,400 Block of CHADBOURNE RD,
3,7/8/2024 6:49:54 AM,202407080037,SMOKE OR ODOR INVESTIGATION,0 Block of WB HWY 12 ON,
4,7/8/2024 7:35:10 AM,202407080043,MEDICAL - AMBULANCE NEEDED,2300 Block of ESTATES DR,
5,7/8/2024 7:40:53 AM,202407080044,FIRE ALARM,2000 Block of WINSTON DR,
6,7/8/2024 7:58:46 AM,202407080046,FIRE ALARM,1000 Block of WASHINGTON ST,
7,7/8/2024 8:06:57 AM,202407080051,MEDICAL - AMBULANCE NEEDED,600 Block of GRANITE LN,
8,7/8/2024 8:56:18 AM,202407080061,MEDICAL - AMBULANCE NEEDED,4700 Block of SUMMERSET DR,
9,7/8/2024 9:20:17 AM,202407080072,SMOKE OR ODOR INVESTIGATION,0 Block of EB HWY 12,
10,7/8/2024 9:43:24 AM,202407080079,PUBLIC SERVICE - FIRE ONLY,2900 Block of SHASTA DR,
11,7/8/2024 10:11:21 AM,202407080089,MEDICAL - AMBULANCE NEEDED,2700 Block of N TEXAS ST,
12,7/8/2024 10:22:42 AM,202407080098,MEDICAL - AMBULANCE NEEDED,2000 Block of THRUSH WY,
13,7/8/2024 10:55:33 AM,202407080108,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of N TEXAS ST,
14,7/8/2024 10:58:14 AM,202407080110,MEDICAL - AMBULANCE NEEDED,5000 Block of GOTHIC CT,
15,7/8/2024 10:58:20 AM,202407080111,MEDICAL - AMBULANCE NEEDED,1200 Block of GULF DR,
16,7/8/2024 11:29:45 AM,202407080118,MEDICAL - AMBULANCE NEEDED,200 Block of RED TOP RD,
17,7/8/2024 11:59:25 AM,202407080127,MEDICAL - AMBULANCE NEEDED,3400 Block of WATERBURY WY,
18,7/8/2024 12:06:28 PM,202407080133,MEDICAL - AMBULANCE NEEDED,200 Block of DEL LUZ CT,
19,7/8/2024 12:09:19 PM,202407080135,MEDICAL - AMBULANCE NEEDED,1800 Block of N TEXAS ST,
20,7/8/2024 12:58:49 PM,202407080147,MEDICAL - AMBULANCE NEEDED,3000 Block of CHESTNUT CT,
21,7/8/2024 1:19:19 PM,202407080152,MEDICAL - AMBULANCE NEEDED,2800 Block of SEQUOIA PL,
22,7/8/2024 1:26:02 PM,202407080154,MEDICAL - AMBULANCE NEEDED,2100 Block of COURAGE DR,
23,7/8/2024 1:48:40 PM,202407080162,WILDLAND FIRE,0 Block of BECK AV,
24,7/8/2024 2:16:02 PM,202407080168,MEDICAL - AMBULANCE NEEDED,2900 Block of VISTA GRANDE,
25,7/8/2024 2:19:46 PM,202407080169,MUTUAL AID - FIRE ONLY,100 Block of MILITARY W,
26,7/8/2024 2:24:09 PM,202407080172,MENTALLY DISORDERED PERSON - FIRE/AMBULANCE,2000 Block of FALCON CT,
27,7/8/2024 2:59:13 PM,202407080187,MEDICAL - AMBULANCE NEEDED,200 Block of E ALASKA AV,
28,7/8/2024 3:00:20 PM,202407080189,MEDICAL - AMBULANCE NEEDED,0 Block of ANZA CT,
29,7/8/2024 3:11:23 PM,202407080191,PERSON DOWN - FIRE/AMBULANCE,0 Block of HEATH DR,
30,7/8/2024 3:50:08 PM,202407080205,VEHICLE FIRE,0 Block of EB I80,
31,7/8/2024 4:48:51 PM,202407080220,SMOKE OR ODOR INVESTIGATION,2400 Block of DAWN WY,
32,7/8/2024 6:21:01 PM,202407080227,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
33,7/8/2024 7:07:31 PM,202407080239,MEDICAL - AMBULANCE NEEDED,700 Block of SAN REMO ST,
34,7/8/2024 7:28:12 PM,202407080244,COMMERCIAL FIRE,1700 Block of W TEXAS ST,
35,7/8/2024 7:34:45 PM,202407080248,MEDICAL - AMBULANCE NEEDED,800 Block of FIFTH ST,
36,7/8/2024 8:24:01 PM,202407080258,INFORMATION - FIRE ONLY,2700 Block of LOW CT,
37,7/8/2024 8:27:14 PM,202407080259,MEDICAL - AMBULANCE NEEDED,2200 Block of CORMORANT DR,
38,7/8/2024 8:31:51 PM,202407080260,WATER CALL OUT,2400 Block of DAWN WY,
39,7/8/2024 8:59:48 PM,202407080266,MEDICAL - AMBULANCE NEEDED,2800 Block of CARMEL WY,
40,7/8/2024 9:06:28 PM,202407080270,BATTERY - FIRE/AMBULANCE,1800 Block of CLAY ST,
41,7/8/2024 9:10:38 PM,202407080273,CORONER'S CASE - FIRE/AMBULANCE,1100 Block of CAPISTRANO CT,
42,7/8/2024 9:33:12 PM,202407080278,MEDICAL - AMBULANCE NEEDED,1800 Block of CLAY ST,
43,7/8/2024 10:37:58 PM,202407080293,MEDICAL - AMBULANCE NEEDED,2300 Block of N TEXAS ST,
44,7/8/2024 11:13:02 PM,202407080300,MUTUAL AID - FIRE ONLY,100 Block of MILITARY W,
45,7/8/2024 11:16:34 PM,202407080301,HIGH SPEED VEHICLE ACCIDENT FIRE/AMBULANCE,0 Block of NB I680,
46,7/8/2024 11:40:55 PM,202407080304,SMOKE OR ODOR INVESTIGATION,1000 Block of TYLER ST,
