,Date Time,inci #,Description,Address,dispo
0,10/13/2024 12:14:00 AM,202410130002,MEDICAL - AMBULANCE NEEDED,0 Block of GOODYEAR RD,
1,10/13/2024 1:12:58 AM,202410130007,MEDICAL - AMBULANCE NEEDED,300 Block of E UTAH ST,
2,10/13/2024 2:58:13 AM,202410130015,MEDICAL - AMBULANCE NEEDED,4400 Block of TAHITI DR,
3,10/13/2024 8:10:45 AM,202410130033,PUBLIC SERVICE - FIRE ONLY,2500 Block of SUNRISE DR,
4,10/13/2024 8:44:11 AM,202410130036,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
5,10/13/2024 9:10:46 AM,202410130040,MEDICAL - AMBULANCE NEEDED,2900 Block of ORCHID ST,
6,10/13/2024 9:38:19 AM,202410130042,MEDICAL - AMBULANCE NEEDED,3100 Block of POTRERO WY,
7,10/13/2024 9:39:35 AM,202410130043,WATER CALL OUT,1700 Block of HIGHLAND CR,
8,10/13/2024 10:15:15 AM,202410130050,MEDICAL - AMBULANCE NEEDED,3000 Block of TRAVIS BL,
9,10/13/2024 10:17:17 AM,202410130051,PERSON DOWN - FIRE/AMBULANCE,3500 Block of NELSON RD,
10,10/13/2024 10:28:56 AM,202410130055,MEDICAL - AMBULANCE NEEDED,300 Block of HONEYSUCKLE DR,
11,10/13/2024 11:05:59 AM,202410130060,MEDICAL - AMBULANCE NEEDED,2400 Block of CHUCK HAMMOND DR,
12,10/13/2024 11:37:09 AM,202410130066,MEDICAL - AMBULANCE NEEDED,1100 Block of CHARTER LN,
13,10/13/2024 11:56:46 AM,202410130070,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
14,10/13/2024 12:05:10 PM,202410130071,SMOKE OR ODOR INVESTIGATION,2100 Block of CADENASSO DR,
15,10/13/2024 12:09:12 PM,202410130072,MEDICAL - AMBULANCE NEEDED,2200 Block of PEACH TREE DR,
16,10/13/2024 12:24:40 PM,202410130073,MEDICAL - AMBULANCE NEEDED,1200 Block of TEXAS ST,
17,10/13/2024 12:34:35 PM,202410130075,HIT AND RUN - INJURIES - FIRE/AMBULANCE,0 Block of DOVER AV,
18,10/13/2024 12:36:41 PM,202410130077,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,3500 Block of NELSON RD,
19,10/13/2024 12:53:41 PM,202410130080,WATER CALL OUT,4900 Block of JENNINGS CT,
20,10/13/2024 1:29:37 PM,202410130085,MEDICAL - AMBULANCE NEEDED,1200 Block of SONATA DR,
21,10/13/2024 1:29:41 PM,202410130086,MEDICAL - AMBULANCE NEEDED,1200 Block of SONATA DR,
22,10/13/2024 1:45:06 PM,202410130091,MEDICAL - AMBULANCE NEEDED,2800 Block of DOVER AV,
23,10/13/2024 2:05:01 PM,202410130094,MEDICAL - AMBULANCE NEEDED,5200 Block of VENUS DR,
24,10/13/2024 2:18:04 PM,202410130097,PUBLIC SERVICE - FIRE ONLY,1000 Block of VALLEY OAK WY,
25,10/13/2024 3:09:33 PM,202410130110,MEDICAL - AMBULANCE NEEDED,2100 Block of LIGHTHOUSE DR,
26,10/13/2024 3:51:32 PM,202410130119,MEDICAL - AMBULANCE NEEDED,2800 Block of DOVER AV,
27,10/13/2024 4:08:04 PM,202410130124,BATTERY - FIRE/AMBULANCE,1300 Block of TRAVIS BL,
28,10/13/2024 4:29:42 PM,202410130127,MEDICAL - AMBULANCE NEEDED,2700 Block of LOW CT,
29,10/13/2024 4:31:26 PM,202410130128,WATER CALL OUT,1100 Block of DEVONSHIRE CT,
30,10/13/2024 4:56:31 PM,202410130131,FIRE ALARM,3900 Block of GREEN VALLEY RD,
31,10/13/2024 6:02:09 PM,202410130140,MEDICAL - AMBULANCE NEEDED,1200 Block of TABOR AV,
32,10/13/2024 7:36:48 PM,202410130159,MUTUAL AID - FIRE ONLY,700 Block of RAILROAD AV,
33,10/13/2024 7:58:47 PM,202410130163,MEDICAL - AMBULANCE NEEDED,2400 Block of FLATLEY CR,
34,10/13/2024 9:06:10 PM,202410130177,FIRE ALARM,1000 Block of OLIVER RD,
35,10/13/2024 9:10:43 PM,202410130178,MEDICAL - AMBULANCE NEEDED,2700 Block of CLARION PL,
36,10/13/2024 9:18:33 PM,202410130180,MEDICAL - AMBULANCE NEEDED,1900 Block of GRANDE CR,
37,10/13/2024 9:40:36 PM,202410130184,MEDICAL - AMBULANCE NEEDED,900 Block of GOLD COAST CT,
38,10/13/2024 9:42:20 PM,202410130186,MEDICAL - AMBULANCE NEEDED,2400 Block of VILLAGE SQUARE BL,
39,10/13/2024 10:40:18 PM,202410130195,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of DOVER AV,
