,Date Time,inci #,Description,Address,dispo
0,1/12/2025 4:13:42 AM,202501120025,MEDICAL - AMBULANCE NEEDED,1000 Block of MISSOURI ST,
1,1/12/2025 4:19:41 AM,202501120026,PUBLIC SERVICE - FIRE ONLY,300 Block of VEL PL,
2,1/12/2025 4:23:23 AM,202501120028,MEDICAL - AMBULANCE NEEDED,1000 Block of PEPPERTREE DR,
3,1/12/2025 5:43:35 AM,202501120032,MEDICAL - AMBULANCE NEEDED,2100 Block of ARABIAN DR,
4,1/12/2025 6:28:11 AM,202501120034,MEDICAL - AMBULANCE NEEDED,1700 Block of CLAY ST,
5,1/12/2025 9:31:25 AM,202501120045,FIRE ALARM,4500 Block of CENTRAL WY,
6,1/12/2025 10:25:19 AM,202501120054,MEDICAL - AMBULANCE NEEDED,3200 Block of N TEXAS ST,
7,1/12/2025 11:25:07 AM,202501120062,MEDICAL - AMBULANCE NEEDED,1800 Block of INDIANA ST,
8,1/12/2025 12:36:55 PM,202501120079,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,0 Block of BRIGHTON DR,
9,1/12/2025 12:51:03 PM,202501120082,MEDICAL - AMBULANCE NEEDED,5200 Block of TAPESTRY CT,
10,1/12/2025 1:30:28 PM,202501120086,MEDICAL - AMBULANCE NEEDED,2200 Block of CORMORANT DR,
11,1/12/2025 1:43:47 PM,202501120088,MEDICAL - AMBULANCE NEEDED,2900 Block of WATERMAN CT,
12,1/12/2025 2:19:05 PM,202501120090,PUBLIC SERVICE - FIRE ONLY,100 Block of HAWTHORN DR,
13,1/12/2025 2:34:20 PM,202501120093,FIRE ALARM,4700 Block of BUSINESS CENTER DR,
14,1/12/2025 2:40:34 PM,202501120095,MEDICAL - AMBULANCE NEEDED,4000 Block of SUISUN VALLEY RD,
15,1/12/2025 2:47:27 PM,202501120096,MEDICAL - AMBULANCE NEEDED,4000 Block of SUISUN VALLEY RD,
16,1/12/2025 3:34:22 PM,202501120105,MEDICAL - AMBULANCE NEEDED,0 Block of SB I680,
17,1/12/2025 4:39:18 PM,202501120121,MEDICAL - AMBULANCE NEEDED,1900 Block of BARBOUR DR,
18,1/12/2025 5:11:16 PM,202501120128,SMOKE OR ODOR INVESTIGATION,100 Block of RED TOP RD,
19,1/12/2025 5:53:29 PM,202501120140,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
20,1/12/2025 6:05:14 PM,202501120141,FIRE ALARM,2900 Block of MARKELEY LN,
21,1/12/2025 7:27:24 PM,202501120154,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,4600 Block of GREEN VALLEY RD,
22,1/12/2025 7:36:00 PM,202501120157,MEDICAL - AMBULANCE NEEDED,100 Block of RONDA DR,
23,1/12/2025 7:52:48 PM,202501120160,MEDICAL - AMBULANCE NEEDED,1200 Block of TRAVIS BL,
24,1/12/2025 7:55:34 PM,202501120161,PUBLIC SERVICE - FIRE ONLY,1300 Block of JEFFERSON ST,
25,1/12/2025 8:09:52 PM,202501120163,BATTERY - FIRE/AMBULANCE,800 Block of E TRAVIS BL,
26,1/12/2025 8:12:44 PM,202501120165,MEDICAL - AMBULANCE NEEDED,1100 Block of HICKORY AV,
27,1/12/2025 8:31:13 PM,202501120169,SMOKE OR ODOR INVESTIGATION,2100 Block of MONTEREY DR,
28,1/12/2025 8:43:09 PM,202501120171,MEDICAL - AMBULANCE NEEDED,5000 Block of ROWE DR,
29,1/12/2025 8:54:49 PM,202501120172,MEDICAL - AMBULANCE NEEDED,2000 Block of PENNSYLVANIA AV,
30,1/12/2025 8:57:37 PM,202501120173,MEDICAL - AMBULANCE NEEDED,1700 Block of N TEXAS ST,
31,1/12/2025 9:13:21 PM,202501120174,TRANSIENT/HOMELESS FIRE,0 Block of BECK AV,
32,1/12/2025 9:19:51 PM,202501120177,MEDICAL - AMBULANCE NEEDED,1100 Block of DELAWARE ST,
33,1/12/2025 9:40:57 PM,202501120183,FIRE ALARM,2900 Block of MARKELEY LN,
34,1/12/2025 10:08:57 PM,202501120185,MEDICAL - AMBULANCE NEEDED,600 Block of E TRAVIS BL,
35,1/12/2025 10:46:53 PM,202501120192,MEDICAL - AMBULANCE NEEDED,600 Block of E COLORADO ST,
36,1/12/2025 11:50:57 PM,202501120203,MEDICAL - AMBULANCE NEEDED,1500 Block of GATEWAY BL,
