,Date Time,inci #,Description,Address,dispo
0,12/24/2024 12:01:26 AM,202412240001,MEDICAL - AMBULANCE NEEDED,1400 Block of HOLIDAY LN,
1,12/24/2024 12:01:31 AM,202412240002,MEDICAL - AMBULANCE NEEDED,1200 Block of DANA DR,
2,12/24/2024 12:40:33 AM,202412240010,PUBLIC SERVICE - FIRE ONLY,1300 Block of NORTHWOOD CT,
3,12/24/2024 12:54:52 AM,202412240014,MEDICAL - AMBULANCE NEEDED,1800 Block of ATWOODVILLE CT,
4,12/24/2024 2:00:39 AM,202412240020,FIRE ALARM,1200 Block of B GALE WILSON BL,
5,12/24/2024 2:28:42 AM,202412240023,MUTUAL AID - FIRE ONLY,300 Block of MAIN ST,
6,12/24/2024 2:36:53 AM,202412240024,MEDICAL - AMBULANCE NEEDED,800 Block of BRANSFORD CT,
7,12/24/2024 2:55:39 AM,202412240026,FIRE ALARM,1000 Block of OLIVER RD,
8,12/24/2024 3:49:10 AM,202412240030,MEDICAL - AMBULANCE NEEDED,300 Block of BECK AV,
9,12/24/2024 4:26:24 AM,202412240032,FIRE - NO DETAILS,0 Block of WB I80,
10,12/24/2024 6:32:47 AM,202412240041,INFORMATION - FIRE ONLY,1300 Block of TRAVIS BL,
11,12/24/2024 6:49:46 AM,202412240043,MEDICAL - AMBULANCE NEEDED,1600 Block of NORTHWOOD DR,
12,12/24/2024 6:57:58 AM,202412240046,MEDICAL - AMBULANCE NEEDED,600 Block of JADE WY,
13,12/24/2024 8:33:01 AM,202412240054,MEDICAL - AMBULANCE NEEDED,200 Block of E PACIFIC AV,
14,12/24/2024 8:52:54 AM,202412240059,MEDICAL - AMBULANCE NEEDED,1800 Block of SAN PEDRO CT,
15,12/24/2024 9:12:48 AM,202412240061,FIRE ALARM,1500 Block of GATEWAY BL,
16,12/24/2024 9:57:30 AM,202412240071,MEDICAL - AMBULANCE NEEDED,900 Block of HICKORY CT,
17,12/24/2024 10:13:07 AM,202412240072,FIRE ALARM,5200 Block of MAYRENE BATES LN,
18,12/24/2024 11:00:27 AM,202412240085,ACCIDENT - FIRE/AMBULANCE,2800 Block of CONIFER DR,
19,12/24/2024 11:59:50 AM,202412240097,MEDICAL - AMBULANCE NEEDED,6200 Block of UNITED CR,
20,12/24/2024 12:13:47 PM,202412240100,PUBLIC SERVICE - FIRE ONLY,2800 Block of HOWE CT,
21,12/24/2024 12:36:03 PM,202412240104,MEDICAL - AMBULANCE NEEDED,1000 Block of PEPPERTREE DR,
22,12/24/2024 1:09:46 PM,202412240111,MEDICAL - AMBULANCE NEEDED,2000 Block of CADENASSO DR,
23,12/24/2024 1:13:42 PM,202412240112,ACCIDENT - MINOR INJURIES - FIRE/AMBULANCE,0 Block of SOLANO MALL ENTRANCE,
24,12/24/2024 1:20:00 PM,202412240115,MEDICAL - AMBULANCE NEEDED,5500 Block of UNIFORM CT,
25,12/24/2024 1:37:46 PM,202412240120,MEDICAL - AMBULANCE NEEDED,2900 Block of GAMMON CT,
26,12/24/2024 1:57:22 PM,202412240126,PUBLIC SERVICE - FIRE ONLY,2800 Block of DOVER AV,
27,12/24/2024 2:29:55 PM,202412240130,MEDICAL - AMBULANCE NEEDED,2100 Block of BURGUNDY CT,
28,12/24/2024 2:37:33 PM,202412240132,PUBLIC SERVICE - FIRE ONLY,2600 Block of WAVERLY WY,
29,12/24/2024 3:04:45 PM,202412240140,MEDICAL ALARM,1600 Block of COPLEY CT,
30,12/24/2024 3:35:34 PM,202412240148,MEDICAL - AMBULANCE NEEDED,300 Block of ARLINGTON CR,
31,12/24/2024 3:50:09 PM,202412240154,ACCIDENT - NO DETAILS - FIRE/AMBULANCE,100 Block of DEL REY CT,
32,12/24/2024 4:07:33 PM,202412240158,ACCIDENT - FIRE/AMBULANCE,0 Block of CORDELIA RD,
33,12/24/2024 4:23:25 PM,202412240160,MEDICAL - AMBULANCE NEEDED,2300 Block of PENNSYLVANIA AV,
34,12/24/2024 4:31:43 PM,202412240163,FIRE - NO DETAILS,2500 Block of N TEXAS ST,
35,12/24/2024 4:50:47 PM,202412240167,MUTUAL AID - FIRE ONLY,100 Block of MILITARY E,
36,12/24/2024 4:53:10 PM,202412240169,MEDICAL - DUAL RESPONSE,2300 Block of CHINA LN,
37,12/24/2024 5:08:24 PM,202412240176,MEDICAL - AMBULANCE NEEDED,2800 Block of DOVER AV,
38,12/24/2024 5:33:11 PM,202412240181,MEDICAL - AMBULANCE NEEDED,4600 Block of MANGELS BL,
39,12/24/2024 5:34:00 PM,202412240182,MEDICAL - AMBULANCE NEEDED,200 Block of E TABOR AV,
40,12/24/2024 5:39:18 PM,202412240183,PUBLIC SERVICE - FIRE ONLY,4500 Block of SAINT ANDREWS CT,
41,12/24/2024 5:59:06 PM,202412240185,MEDICAL - AMBULANCE NEEDED,5200 Block of WATERLEAF LN,
42,12/24/2024 6:16:29 PM,202412240189,MEDICAL - AMBULANCE NEEDED,2000 Block of CLAY BANK RD,
43,12/24/2024 6:35:29 PM,202412240193,MEDICAL - AMBULANCE NEEDED,0 Block of N TEXAS ST,
44,12/24/2024 8:07:40 PM,202412240207,MEDICAL - AMBULANCE NEEDED,900 Block of BUTTERNUT CT,
45,12/24/2024 8:43:52 PM,202412240212,MEDICAL - AMBULANCE NEEDED,5100 Block of LAKESHORE DR,
46,12/24/2024 10:23:08 PM,202412240227,MEDICAL - AMBULANCE NEEDED,1600 Block of EXETER CT,
47,12/24/2024 10:49:16 PM,202412240233,MEDICAL - AMBULANCE NEEDED,3300 Block of CHERRY HILLS CT,
48,12/24/2024 11:33:42 PM,202412240247,MEDICAL - AMBULANCE NEEDED,1300 Block of PHOENIX DR,
